"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Anastasios Douvikas","11","gr GRE","FW","26-056","65","0","0","0","0","2","1","0","0","20","2","1","0","0.1","0.1","0.1","2","1","8","10","80.0","1","11","1","3","0","/en/players/853ca71c/Anastasios-Douvikas","Como","0","0","12","8","2","20","0.0","2","66.7","50","13","1","0","1","3","17","4","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5","Stadio Giuseppe Sinigaglia"
"Maxence Caqueret","6","fr FRA","AM","25-224","25","0","0","0","0","0","0","0","0","12","1","0","1","0.0","0.0","0.0","1","0","6","9","66.7","2","4","0","0","0","/en/players/f81ef10d/Maxence-Caqueret","Como","0","0","9","3","0","12","","0","","23","12","1","0","1","1","7","1","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5","Stadio Giuseppe Sinigaglia"
"Jesus Rodríguez","17","es ESP","LW","19-310","81","0","1","0","0","2","1","0","1","36","0","0","0","0.4","0.4","0.6","5","1","22","28","78.6","3","25","5","1","1","/en/players/f9f74e43/Jesus-Rodriguez","Como","0","2","16","19","6","36","100.0","0","0.0","184","98","3","4","3","1","27","4","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5","Stadio Giuseppe Sinigaglia"
"Nicolas-Gerrit Kühn","19","de GER","RW","25-269","45","0","0","0","0","1","0","0","0","16","0","0","2","0.2","0.2","0.0","0","0","10","11","90.9","0","13","0","2","0","/en/players/1e70c324/Nicolas-Gerrit-Kuhn","Como","0","1","9","7","0","16","0.0","1","50.0","61","18","0","0","1","0","12","3","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5","Stadio Giuseppe Sinigaglia"
"Jayden Addai","42","nl NED","RW","20-032","45","0","0","0","0","1","0","0","0","11","0","1","0","0.0","0.0","0.0","1","0","3","6","50.0","0","9","0","2","1","/en/players/662ffe3d/Jayden-Addai","Como","0","2","4","6","1","11","50.0","1","50.0","58","33","1","0","2","1","9","8","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5","Stadio Giuseppe Sinigaglia"
"Nicolás Paz","10","ar ARG","AM,FW","21-019","89","1","0","0","0","3","3","0","0","54","3","0","1","0.3","0.3","0.2","6","0","31","41","75.6","4","27","2","3","0","/en/players/01bb93d5/Nicolas-Paz","Como","0","4","33","18","1","54","0.0","2","66.7","140","84","2","0","4","1","43","4","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5","Stadio Giuseppe Sinigaglia"
"Álvaro Morata","7","es ESP","FW","32-339","1","0","0","0","0","0","0","0","0","2","0","0","0","0.0","0.0","0.0","0","0","1","1","100.0","0","1","0","0","0","/en/players/129af0db/Alvaro-Morata","Como","0","0","2","0","0","2","","0","","2","0","0","0","1","0","2","0","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5","Stadio Giuseppe Sinigaglia"
"Sergi Roberto","8","es ESP","DM","33-232","20","0","0","0","0","1","0","0","0","16","0","0","0","0.1","0.1","0.0","0","0","12","14","85.7","0","9","0","0","0","/en/players/335fa267/Sergi-Roberto","Como","0","1","13","2","1","16","","0","","35","8","0","0","1","1","13","0","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5","Stadio Giuseppe Sinigaglia"
"Lucas Da Cunha","33","fr FRA","DM","24-110","70","0","0","0","0","1","0","1","0","37","1","0","0","0.0","0.0","0.0","3","0","26","30","86.7","2","23","0","0","0","/en/players/007faf7a/Lucas-Da-Cunha","Como","0","3","28","6","0","37","","0","","102","49","2","0","1","1","29","1","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5","Stadio Giuseppe Sinigaglia"
"Máximo Perrone","23","ar ARG","DM","22-263","90","0","0","0","0","0","0","1","0","60","0","0","0","0.0","0.0","0.0","2","0","49","55","89.1","2","34","1","1","0","/en/players/53552942/Maximo-Perrone","Como","0","11","43","6","0","60","0.0","1","100.0","176","82","0","0","0","0","47","0","Serie-A","2025-2026","Saturday September 27, 2025, 15:00 (venue time) 14:00 (local time)","Como","Cremonese","https://fbref.com/en/matches/53d0ff6b/Como-Cremonese-September-27-2025-Serie-A","5","Stadio Giuseppe Sinigaglia"
