"league","season","match_date","gameweek","home_team","away_team","team","player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","match_url","venue"
"Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","9","Wolfsburg","Hoffenheim","Wolfsburg","Mohamed Amoura","9","dz ALG","FW,LW,LM","25-177","90","2","0","0","0","4","3","0","0","32","1","0","0","1.3","1.3","0.1","3","1","16","20","80.0","1","26","6","2","1","/en/players/6597f8b6/Mohamed-Amoura","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","9","Wolfsburg","Hoffenheim","Wolfsburg","Mattias Svanberg","32","se SWE","LW","26-301","59","0","1","0","0","1","0","0","0","27","0","1","1","0.1","0.1","0.7","3","1","10","16","62.5","4","12","1","0","0","/en/players/92d83c27/Mattias-Svanberg","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","9","Wolfsburg","Hoffenheim","Wolfsburg","Lovro Majer","10","hr CRO","AM,RW,CM","27-289","31","0","0","0","0","0","0","0","0","35","1","0","0","0.0","0.0","0.1","2","0","23","30","76.7","3","28","2","0","0","/en/players/fc46aab1/Lovro-Majer","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","9","Wolfsburg","Hoffenheim","Wolfsburg","Adam Daghim","11","dk DEN","RW,LW,RM","20-035","90","0","0","0","0","0","0","0","0","36","0","1","0","0.0","0.0","0.0","3","1","16","26","61.5","1","24","7","3","0","/en/players/17f9da8a/Adam-Daghim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","9","Wolfsburg","Hoffenheim","Wolfsburg","Christian Eriksen","24","dk DEN","AM","33-261","74","0","0","0","0","1","0","0","0","32","0","0","0","0.0","0.0","0.0","2","0","20","27","74.1","2","18","1","1","1","/en/players/980522ec/Christian-Eriksen","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","9","Wolfsburg","Hoffenheim","Wolfsburg","Jonas Wind","23","dk DEN","FW","26-268","16","0","0","0","0","1","0","0","0","7","0","0","0","0.0","0.0","0.0","1","0","4","6","66.7","1","8","0","0","0","/en/players/2077ae86/Jonas-Wind","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","9","Wolfsburg","Hoffenheim","Wolfsburg","Vinicius Souza","5","br BRA","DM,LB","26-138","90","0","0","0","0","1","1","0","0","57","2","1","1","0.0","0.0","0.0","1","0","38","44","86.4","6","33","1","0","0","/en/players/6a8a7af8/Vinicius-Souza","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","9","Wolfsburg","Hoffenheim","Wolfsburg","Maximilian Arnold","27","de GER","DM,CM","31-159","90","0","0","0","0","1","0","0","0","53","2","1","0","0.1","0.1","0.0","2","0","41","46","89.1","3","28","0","0","0","/en/players/86e119e0/Maximilian-Arnold","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","9","Wolfsburg","Hoffenheim","Wolfsburg","Aaron Zehnter","25","de GER","LB","21-002","89","0","0","0","0","1","1","0","0","65","0","2","1","0.0","0.0","0.0","0","0","45","55","81.8","1","38","4","1","1","/en/players/65bf7e2b/Aaron-Zehnter","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","Volkswagen Arena"
"Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","9","Wolfsburg","Hoffenheim","Wolfsburg","Dženan Pejčinović","17","de GER","FW","20-260","1","0","0","0","0","0","0","0","0","1","0","0","0","0.0","0.0","0.0","0","0","0","0","","0","0","0","0","0","/en/players/80f252f6/Dzenan-Pejcinovic","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","Volkswagen Arena"
