"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"1","Luis Díaz","Bayern Munich","0.44","0.43","Goal","6","Left Foot","","Serge Gnabry","Pass (Live)","Manuel Neuer","Pass (Live)","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"3","Can Uzun","Eint Frankfurt","0.03","0.00","Off Target","23","Right Foot","","Jonathan Burkardt","Pass (Live)","","","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"7","Aurélio Buta","Eint Frankfurt","0.02","0.00","Off Target","27","Right Foot","","Jean Mattéo Bahoya","Pass (Live)","Can Uzun","Pass (Dead)","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"10","Ritsu Doan","Eint Frankfurt","0.15","0.31","Saved","10","Left Foot","","","","","","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"27","Harry Kane","Bayern Munich","0.05","0.52","Goal","23","Right Foot","","Luis Díaz","Pass (Live)","Joshua Kimmich","Pass (Live)","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"31","Luis Díaz","Bayern Munich","0.09","0.00","Off Target","15","Right Foot","","Konrad Laimer","Pass (Live)","","","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"40","Jean Mattéo Bahoya","Eint Frankfurt","0.03","0.00","Off Target","26","Right Foot","","Jonathan Burkardt","Interception","","","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"44","Serge Gnabry","Bayern Munich","0.03","0.00","Off Target","23","Right Foot","","Michael Olise","Pass (Live)","Sacha Boey","Pass (Live)","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"45+1","Jonathan Burkardt","Eint Frankfurt","0.03","0.00","Off Target","15","Right Foot","","Aurélio Buta","Pass (Live)","Kauã Santos","Pass (Live)","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","Eintracht Frankfurt","Bayern Munich","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","6"
