"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"2","Karim Adeyemi","Dortmund","0.03","0.00","Off Target","21","Left Foot","","Marcel Sabitzer","Pass (Live)","","","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"5","Nico Schlotterbeck","Dortmund","0.04","0.00","Blocked","23","Left Foot","","Marcel Sabitzer","Pass (Live)","Daniel Svensson","Pass (Live)","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"5","Karim Adeyemi","Dortmund","0.02","0.00","Off Target","25","Left Foot","","Nico Schlotterbeck","Shot","","","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"8","Vinicius Souza","Wolfsburg","0.02","0.00","Off Target","17","Head","","Moritz Jenz","Pass (Live)","Kilian Fischer","Pass (Dead)","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"9","Patrick Wimmer","Wolfsburg","0.06","0.00","Blocked","25","Right Foot","","Joakim Mæhle","Pass (Live)","Mohamed Amoura","Pass (Live)","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"10","Andreas Skov Olsen","Wolfsburg","0.02","0.00","Blocked","25","Left Foot","","Lovro Majer","Pass (Live)","Maximilian Arnold","Pass (Live)","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"18","Lovro Majer","Wolfsburg","0.06","0.00","Blocked","24","Right Foot","","Mohamed Amoura","Pass (Live)","Mohamed Amoura","Take-On","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"18","Mohamed Amoura","Wolfsburg","0.03","0.00","Off Target","21","Right Foot","","Lovro Majer","Shot","","","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"20","Karim Adeyemi","Dortmund","0.01","0.16","Goal","29","Left Foot","","Julian Ryerson","Pass (Live)","Marcel Sabitzer","Pass (Live)","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"28","Karim Adeyemi","Dortmund","0.10","0.00","Off Target","13","Left Foot","Volley","Serhou Guirassy","Pass (Live)","Ramy Bensebaini","Pass (Live)","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"34","Maximilian Beier","Dortmund","0.41","0.00","Off Target","8","Head","","Julian Ryerson","Pass (Live)","Karim Adeyemi","Pass (Live)","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"44","Maximilian Beier","Dortmund","0.21","0.26","Saved","13","Right Foot","","Maximilian Beier","Take-On","","","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"45+2","Karim Adeyemi","Dortmund","0.02","0.00","Off Target","24","Right Foot","","Marcel Sabitzer","Pass (Live)","Marcel Sabitzer","Tackle","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"47","Maximilian Beier","Dortmund","0.02","0.34","Saved","14","Head","","Julian Ryerson","Pass (Live)","","","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"55","Daniel Svensson","Dortmund","0.06","0.00","Off Target","11","Head","","Marcel Sabitzer","Pass (Live)","Julian Ryerson","Pass (Live)","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"58","Mohamed Amoura","Wolfsburg","0.05","0.00","Off Target","10","Head","","Maximilian Arnold","Pass (Dead)","Mohamed Amoura","Fouled","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"58","Konstantinos Koulierakis","Wolfsburg","0.52","0.00","Woodwork","4","Left Foot","","Mohamed Amoura","Shot","","","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"75","Felix Nmecha","Dortmund","0.11","0.39","Saved","5","Head","","Julian Ryerson","Pass (Dead)","Nico Schlotterbeck","Pass (Live)","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"87","Serhou Guirassy","Dortmund","0.07","0.00","Blocked","12","Right Foot","","Julian Brandt","Pass (Live)","Marcel Sabitzer","Pass (Live)","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"90","Konstantinos Koulierakis","Wolfsburg","0.02","0.00","Off Target","28","Left Foot","Volley","Christian Eriksen","Pass (Live)","Adam Daghim","Pass (Live)","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"90+4","Kamil Grabara","Wolfsburg","0.04","0.00","Off Target","12","Head","","Maximilian Arnold","Pass (Dead)","Jonas Wind","Fouled","Bundesliga","2025-2026","Sunday September 21, 2025, 19:30 (venue time) 18:30 (local time)","Dortmund","Wolfsburg","https://fbref.com/en/matches/d3e98705/Dortmund-Wolfsburg-September-21-2025-Bundesliga","4"
"3","Harry Kane","Bayern Munich","0.08","0.00","Off Target","15","Left Foot","","Michael Olise","Pass (Live)","Leon Goretzka","Tackle","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"5","Harry Kane","Bayern Munich","0.14","0.21","Saved","11","Right Foot","","Michael Olise","Pass (Live)","","","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"8","Luis Díaz","Bayern Munich","0.03","0.00","Off Target","16","Head","","Sacha Boey","Pass (Live)","Serge Gnabry","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"9","Michael Olise","Bayern Munich","0.01","0.07","Saved","50","Left Foot","","Dayot Upamecano","Pass (Live)","Michael Olise","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"16","Leon Goretzka","Bayern Munich","0.02","0.00","Blocked","25","Right Foot","","Leon Goretzka","Take-On","Konrad Laimer","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"22","Jonathan Tah","Bayern Munich","0.14","0.90","Goal","11","Right Foot","","Michael Olise","Pass (Live)","Serge Gnabry","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"26","Harry Kane","Bayern Munich","0.06","0.14","Saved","14","Left Foot","","Leon Goretzka","Pass (Live)","Leon Goretzka","Tackle","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"30","Romano Schmid","Werder Bremen","0.04","0.00","Blocked","30","Right Foot","Free kick","Justin Njinmah","Fouled","Samuel Mbangula","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"38","Tom Bischof","Bayern Munich","0.08","0.00","Blocked","21","Left Foot","","Tom Bischof","Pass (Live)","Serge Gnabry","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"39","Harry Kane","Bayern Munich","0.32","0.00","Blocked","4","Right Foot","","Leon Goretzka","Pass (Live)","Michael Olise","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"41","Michael Olise","Bayern Munich","0.02","0.05","Saved","27","Left Foot","","Tom Bischof","Pass (Live)","Jonathan Tah","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"45","Harry Kane (pen)","Bayern Munich","0.79","0.75","Goal","13","Right Foot","","Harry Kane","Fouled","Dayot Upamecano","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"45+2","Serge Gnabry","Bayern Munich","0.02","0.07","Saved","30","Right Foot","Deflected","Konrad Laimer","Pass (Live)","Harry Kane","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"45+3","Yukinari Sugawara","Werder Bremen","0.05","0.00","Blocked","19","Left Foot","","Abdoul Coulibaly","Pass (Live)","Romano Schmid","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"49","Romano Schmid","Werder Bremen","0.02","0.00","Blocked","32","Right Foot","Volley","Cameron Puertas","Fouled","Abdoul Coulibaly","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"54","Serge Gnabry","Bayern Munich","0.03","0.00","Off Target","29","Right Foot","","Harry Kane","Pass (Live)","Leon Goretzka","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"55","Jens Stage","Werder Bremen","0.09","0.00","Off Target","18","Right Foot","","Yukinari Sugawara","Pass (Live)","Samuel Mbangula","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"58","Yukinari Sugawara","Werder Bremen","0.04","0.12","Saved","14","Right Foot","","Romano Schmid","Pass (Live)","Samuel Mbangula","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"61","Michael Olise","Bayern Munich","0.05","0.00","Off Target","22","Left Foot","","Tom Bischof","Pass (Live)","Michael Olise","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"63","Sacha Boey","Bayern Munich","0.04","0.00","Blocked","15","Right Foot","","Michael Olise","Pass (Live)","Luis Díaz","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"64","Justin Njinmah","Werder Bremen","0.02","0.00","Blocked","26","Left Foot","","Romano Schmid","Pass (Live)","Romano Schmid","Interception","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"65","Luis Díaz","Bayern Munich","0.05","0.00","Off Target","13","Right Foot","","Konrad Laimer","Pass (Live)","Dayot Upamecano","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"65","Harry Kane","Bayern Munich","0.52","0.82","Goal","10","Right Foot","","Luis Díaz","Shot","","","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"67","Yukinari Sugawara","Werder Bremen","0.03","0.03","Saved","14","Right Foot","","Romano Schmid","Pass (Live)","Samuel Mbangula","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"72","Yukinari Sugawara","Werder Bremen","0.07","0.00","Off Target","19","Left Foot","","Yukinari Sugawara","Take-On","Romano Schmid","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"74","Luis Díaz","Bayern Munich","0.08","0.00","Off Target","17","Right Foot","","Konrad Laimer","Pass (Live)","Tom Bischof","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"77","Michael Olise","Bayern Munich","0.02","0.00","Blocked","21","Left Foot","","Sacha Boey","Pass (Live)","Michael Olise","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"77","Michael Olise","Bayern Munich","0.26","0.26","Saved","8","Right Foot","","Raphaël Guerreiro","Pass (Live)","Michael Olise","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"83","Nicolas Jackson","Bayern Munich","0.31","0.24","Saved","13","Right Foot","","Luis Díaz","Pass (Live)","Raphaël Guerreiro","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"83","Raphaël Guerreiro","Bayern Munich","0.10","0.00","Blocked","17","Left Foot","","Konrad Laimer","Pass (Live)","Raphaël Guerreiro","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"87","Tom Bischof","Bayern Munich","0.05","0.00","Blocked","23","Left Foot","","Nicolas Jackson","Pass (Live)","Joshua Kimmich","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
"87","Konrad Laimer","Bayern Munich","0.15","0.80","Goal","7","Left Foot","","Tom Bischof","Pass (Live)","Konrad Laimer","Pass (Live)","Bundesliga","2025-2026","Friday September 26, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","Werder Bremen","https://fbref.com/en/matches/a50ce74d/Bayern-Munich-Werder-Bremen-September-26-2025-Bundesliga","5"
