"league","season","match_date","gameweek","home_team","away_team","team","player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","match_url","venue"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","Mathias Pereira Lage","28","pt POR","FW","28-301","80","0","0","0","0","1","0","0","0","38","2","0","0","0.1","0.1","0.4","5","0","18","28","64.3","2","20","3","1","0","/en/players/8846a40f/Mathias-Pereira-Lage","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","Oladapo Afolayan","17","eng ENG","FW","27-227","10","0","0","0","0","0","0","0","0","5","0","0","1","0.0","0.0","0.0","0","0","3","3","100.0","1","4","1","0","0","/en/players/5054c359/Oladapo-Afolayan","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","Andreas Hountondji","27","bj BEN","FW","23-078","67","0","0","0","0","1","0","0","0","16","0","1","1","0.1","0.1","0.0","0","0","5","8","62.5","2","9","1","2","0","/en/players/02953b59/Andreas-Hountondji","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","Martijn Kaars","19","nl NED","FW","26-206","23","0","0","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.0","0","0","3","4","75.0","0","3","1","0","0","/en/players/8aee2731/Martijn-Kaars","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","Danel Sinani","10","lu LUX","AM","28-175","90","0","0","0","0","3","2","0","0","61","1","0","0","0.1","0.1","0.1","6","0","39","56","69.6","7","25","3","0","0","/en/players/96ddfa79/Danel-Sinani","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","Joel Fujita","16","jp JPN","CM","23-223","79","0","0","0","0","1","0","1","0","50","1","2","1","0.1","0.1","0.1","2","0","29","38","76.3","4","23","1","3","2","/en/players/e57ebd24/Joel-Fujita","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","Connor Metcalfe","24","au AUS","CM","25-326","11","0","0","0","0","0","0","0","0","6","0","0","0","0.0","0.0","0.0","1","0","4","6","66.7","1","4","0","1","1","/en/players/73ce4d7d/Connor-Metcalfe","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","James Sands","6","us USA","CM","25-083","90","0","0","0","0","0","0","0","0","54","1","3","3","0.0","0.0","0.1","1","0","34","43","79.1","5","14","0","0","0","/en/players/dccd127f/James-Sands","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","Louis Oppie","23","de GER","WB","23-133","90","0","0","0","0","1","0","0","0","46","3","1","1","0.0","0.0","0.0","2","0","29","36","80.6","2","13","0","1","0","/en/players/e3a26cb2/Louis-Oppie","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","Manolis Saliakas","2","gr GRE","WB","29-015","86","0","0","0","0","1","1","0","0","67","4","0","1","0.0","0.0","0.0","3","0","46","60","76.7","5","24","0","0","0","/en/players/18fe6d90/Manolis-Saliakas","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","Abdoulie Ceesay","9","gm GAM","WB","21-265","4","0","0","0","0","1","0","1","0","4","0","0","0","0.0","0.0","0.0","1","0","1","1","100.0","0","3","0","0","0","/en/players/72ae8652/Abdoulie-Ceesay","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","Lars Ritzka","21","de GER","CB","27-143","67","0","0","0","0","0","0","0","0","46","1","1","1","0.0","0.0","0.0","0","0","37","42","88.1","2","24","1","0","0","/en/players/35d23b15/Lars-Ritzka","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","Adam Dźwigała","25","pl POL","CB","30-002","23","0","0","0","0","0","0","0","0","21","0","2","0","0.0","0.0","0.0","0","0","11","18","61.1","1","6","1","1","1","/en/players/75edc8ce/Adam-Dzwigala","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","Eric Smith","8","se SWE","CB","28-262","90","0","0","0","0","2","1","1","0","68","0","0","0","0.2","0.2","0.0","0","0","54","63","85.7","3","32","0","2","2","/en/players/8817312f/Eric-Smith","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","Hauke Wahl","5","de GER","CB","31-165","90","1","0","0","0","2","1","0","0","68","0","0","1","0.2","0.2","0.0","0","0","53","61","86.9","5","30","1","0","0","/en/players/f3db5b34/Hauke-Wahl","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
"Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","5","St. Pauli","Bayer Leverkusen","St. Pauli","Nikola Vasilj","22","ba BIH","GK","29-299","90","0","0","0","0","0","0","0","0","44","0","0","0","0.0","0.0","0.0","0","0","37","43","86.0","0","29","0","0","0","/en/players/f038585f/Nikola-Vasilj","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","Millerntor-Stadion"
