"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"48","Tomoki Iwata","Birmingham City","0.12","0.00","Off Target","14","Right Foot","Volley","Alex Cochrane","Pass (Dead)","Alex Cochrane","Pass (Live)","Birmingham City","Championship","2025-2026","Friday August 8, 2025, 20:00 (venue time)","Birmingham City","Ipswich Town","https://fbref.com/en/matches/62ec73bf/Birmingham-City-Ipswich-Town-August-8-2025-Championship","1"
"49","Paik Seung-ho","Birmingham City","0.04","0.00","Off Target","18","Right Foot","Volley","Demarai Gray","Pass (Live)","Bright Osayi-Samuel","Pass (Live)","Birmingham City","Championship","2025-2026","Friday August 8, 2025, 20:00 (venue time)","Birmingham City","Ipswich Town","https://fbref.com/en/matches/62ec73bf/Birmingham-City-Ipswich-Town-August-8-2025-Championship","1"
"55","Kyogo Furuhashi","Birmingham City","0.09","0.00","Woodwork","13","Right Foot","","Bright Osayi-Samuel","Pass (Live)","","","Birmingham City","Championship","2025-2026","Friday August 8, 2025, 20:00 (venue time)","Birmingham City","Ipswich Town","https://fbref.com/en/matches/62ec73bf/Birmingham-City-Ipswich-Town-August-8-2025-Championship","1"
"55","Jay Stansfield","Birmingham City","0.49","0.98","Goal","9","Left Foot","Volley","Kyogo Furuhashi","Shot","","","Birmingham City","Championship","2025-2026","Friday August 8, 2025, 20:00 (venue time)","Birmingham City","Ipswich Town","https://fbref.com/en/matches/62ec73bf/Birmingham-City-Ipswich-Town-August-8-2025-Championship","1"
"63","Dara O'Shea","Ipswich Town","0.05","0.00","Off Target","5","Head","","Leif Davis","Pass (Dead)","Sammie Szmodics","Fouled","Ipswich Town","Championship","2025-2026","Friday August 8, 2025, 20:00 (venue time)","Birmingham City","Ipswich Town","https://fbref.com/en/matches/62ec73bf/Birmingham-City-Ipswich-Town-August-8-2025-Championship","1"
"74","Alex Cochrane","Birmingham City","0.05","0.00","Off Target","22","Left Foot","Free kick","Kyogo Furuhashi","Fouled","Tomoki Iwata","Pass (Dead)","Birmingham City","Championship","2025-2026","Friday August 8, 2025, 20:00 (venue time)","Birmingham City","Ipswich Town","https://fbref.com/en/matches/62ec73bf/Birmingham-City-Ipswich-Town-August-8-2025-Championship","1"
"81","Tomoki Iwata","Birmingham City","0.02","0.00","Off Target","33","Right Foot","","","","","","Birmingham City","Championship","2025-2026","Friday August 8, 2025, 20:00 (venue time)","Birmingham City","Ipswich Town","https://fbref.com/en/matches/62ec73bf/Birmingham-City-Ipswich-Town-August-8-2025-Championship","1"
"85","George Hirst","Ipswich Town","0.13","0.00","Off Target","6","Head","","Ashley Young","Pass (Live)","Ali Al Hamadi","Pass (Live)","Ipswich Town","Championship","2025-2026","Friday August 8, 2025, 20:00 (venue time)","Birmingham City","Ipswich Town","https://fbref.com/en/matches/62ec73bf/Birmingham-City-Ipswich-Town-August-8-2025-Championship","1"
"90+5","George Hirst (pen)","Ipswich Town","0.79","0.81","Goal","13","Right Foot","","","Fouled","Ashley Young","Pass (Dead)","Ipswich Town","Championship","2025-2026","Friday August 8, 2025, 20:00 (venue time)","Birmingham City","Ipswich Town","https://fbref.com/en/matches/62ec73bf/Birmingham-City-Ipswich-Town-August-8-2025-Championship","1"
"3","Tatsuhiro Sakamoto","Coventry City","0.01","0.00","Off Target","25","Left Foot","","Victor Torp","Pass (Live)","Matt Grimes","Pass (Live)","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"12","Jack Rudoni","Coventry City","0.06","0.00","Blocked","17","Right Foot","","Victor Torp","Pass (Live)","Tatsuhiro Sakamoto","Pass (Live)","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"17","Matt Grimes","Coventry City","0.01","0.00","Blocked","32","Left Foot","Volley","Bobby Thomas","Pass (Live)","Victor Torp","Pass (Live)","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"20","Jack Rudoni","Coventry City","0.10","0.00","Blocked","13","Left Foot","","Bobby Thomas","Pass (Live)","Jay Dasilva","Pass (Live)","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"21","Bobby Thomas","Coventry City","0.01","0.09","Saved","10","Head","","Matt Grimes","Pass (Dead)","Jack Rudoni","Shot","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"27","Regan Slater","Hull City","0.07","0.00","Blocked","14","Left Foot","Volley","Ryan Giles","Pass (Live)","Charlie Hughes","Pass (Live)","Hull City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"41","Regan Slater","Hull City","0.04","0.00","Off Target","16","Right Foot","","Joel Ndala","Pass (Live)","John Lundstram","Pass (Live)","Hull City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"44","Tatsuhiro Sakamoto","Coventry City","0.06","0.00","Off Target","24","Left Foot","","Liam Kitching","Pass (Live)","Matt Grimes","Pass (Live)","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"","","","","","","","","","","","","","","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"47","Abu Kamara","Hull City","0.11","0.11","Saved","10","Left Foot","","Cody Drameh","Pass (Live)","Semi Ajayi","Pass (Live)","Hull City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"48","Jack Rudoni","Coventry City","0.06","0.00","Blocked","17","Right Foot","","Ephron Mason-Clark","Pass (Live)","Matt Grimes","Pass (Live)","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"53","Milan van Ewijk","Coventry City","0.02","0.00","Woodwork","24","Right Foot","","Ephron Mason-Clark","Pass (Live)","Milan van Ewijk","Pass (Live)","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"53","Tatsuhiro Sakamoto","Coventry City","0.50","0.00","Off Target","5","Left Foot","","Milan van Ewijk","Shot","","","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"58","Regan Slater","Hull City","0.15","0.00","Off Target","8","Head","","Ryan Giles","Pass (Live)","Semi Ajayi","Pass (Live)","Hull City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"62","Tatsuhiro Sakamoto","Coventry City","0.21","0.00","Blocked","5","Head","","Jay Dasilva","Pass (Live)","Jay Dasilva","Take-On","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"66","Semi Ajayi","Hull City","0.04","0.02","Saved","16","Head","","Regan Slater","Pass (Dead)","Abu Kamara","Fouled","Hull City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"74","Jack Rudoni","Coventry City","0.10","0.00","Blocked","8","Head","","Milan van Ewijk","Pass (Live)","Victor Torp","Pass (Live)","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"74","Brandon Thomas-Asante","Coventry City","0.03","0.00","Blocked","13","Left Foot","","Jack Rudoni","Shot","","","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"75","Matt Grimes","Coventry City","0.02","0.00","Off Target","21","Left Foot","Volley","Brandon Thomas-Asante","Shot","","","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"77","Liam Kitching","Coventry City","0.04","0.02","Saved","11","Head","","Matt Grimes","Pass (Dead)","","","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"78","Kasey Palmer","Hull City","0.01","0.00","Off Target","33","Right Foot","","Matt Crooks","Pass (Live)","Kasey Palmer","Pass (Live)","Hull City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"80","Haji Wright","Coventry City","0.02","0.00","Off Target","29","Left Foot","","Victor Torp","Pass (Live)","Haji Wright","Pass (Live)","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"85","Haji Wright","Coventry City","0.08","0.00","Off Target","15","Left Foot","","Ben Sheaf","Pass (Live)","","","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"90+3","Charlie Hughes","Hull City","0.01","0.14","Saved","22","Head","","Joe Gelhardt","Pass (Dead)","Oliver McBurnie","Fouled","Hull City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"90+5","Jack Rudoni","Coventry City","0.06","0.57","Saved","21","Left Foot","","Matt Grimes","Pass (Live)","Jack Rudoni","Pass (Live)","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"90+10","Milan van Ewijk","Coventry City","0.04","0.00","Off Target","32","Right Foot","Free kick","Bobby Thomas","Fouled","Matt Grimes","Pass (Live)","Coventry City","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Coventry City","Hull City","https://fbref.com/en/matches/6ce6113f/Coventry-City-Hull-City-August-9-2025-Championship","1"
"1","Ryan Fraser","Southampton","0.05","0.00","Off Target","21","Right Foot","","Shea Charles","Pass (Live)","Welington","Tackle","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"4","Josh Windass","Wrexham","0.05","0.00","Blocked","17","Right Foot","","Kieffer Moore","Pass (Live)","George Dobson","Pass (Live)","Wrexham","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"8","Conor Coady","Wrexham","0.45","0.00","Off Target","3","Right Foot","Volley","Josh Windass","Pass (Live)","Matty James","Pass (Live)","Wrexham","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"11","Jay Robinson","Southampton","0.03","0.00","Off Target","12","Head","","Ryan Fraser","Pass (Live)","Shea Charles","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"12","Welington","Southampton","0.02","0.00","Off Target","16","Left Foot","","Shea Charles","Pass (Live)","Jay Robinson","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"12","Josh Windass","Wrexham","0.03","0.00","Woodwork","24","Right Foot","","Kieffer Moore","Pass (Live)","Danny Ward","Pass (Dead)","Wrexham","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"18","Jay Robinson","Southampton","0.20","0.59","Saved","13","Right Foot","","Shea Charles","Pass (Live)","Yukinari Sugawara","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"18","Jay Robinson","Southampton","0.13","0.00","Blocked","14","Left Foot","","Adam Armstrong","Pass (Live)","Jay Robinson","Shot","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"18","Flynn Downes","Southampton","0.14","0.00","Blocked","17","Right Foot","Volley","Jay Robinson","Shot","","","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"22","Josh Windass (pen)","Wrexham","0.79","0.64","Goal","13","Right Foot","","Kieffer Moore","Fouled","Josh Windass","Pass (Live)","Wrexham","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"30","Lewis Brunt","Wrexham","0.22","0.00","Off Target","10","Head","","Lewis O'Brien","Pass (Dead)","Kieffer Moore","Fouled","Wrexham","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"39","Adam Armstrong","Southampton","0.17","0.07","Saved","16","Right Foot","","Welington","Pass (Live)","Shea Charles","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"42","Ryan Fraser","Southampton","0.10","0.36","Saved","8","Left Foot","","Jay Robinson","Pass (Live)","Welington","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"43","Ronnie Edwards","Southampton","0.20","0.00","Off Target","4","Head","","Yukinari Sugawara","Pass (Dead)","Ryan Fraser","Shot","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"45","Welington","Southampton","0.02","0.00","Blocked","29","Left Foot","","Welington","Pass (Live)","Joshua Quarshie","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"45+3","Adam Armstrong","Southampton","0.52","0.00","Blocked","7","Left Foot","","Jay Robinson","Shot","","","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"45+3","Jay Robinson","Southampton","0.57","0.00","Woodwork","7","Left Foot","","Jack Stephens","Pass (Live)","Ronnie Edwards","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"45+3","Adam Armstrong","Southampton","0.12","0.00","Blocked","3","Right Foot","Volley","Adam Armstrong","Shot","","","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"","","","","","","","","","","","","","","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"46","Josh Windass","Wrexham","0.01","0.00","Blocked","52","Right Foot","","Max Cleworth","Pass (Live)","","","Wrexham","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"47","Shea Charles","Southampton","0.12","0.00","Blocked","12","Left Foot","","Yukinari Sugawara","Pass (Live)","Ryan Fraser","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"48","Shea Charles","Southampton","0.04","0.00","Blocked","22","Left Foot","Volley","Flynn Downes","Pass (Live)","Shea Charles","Shot","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"48","Adam Armstrong","Southampton","0.11","0.00","Off Target","9","Head","","Ronnie Edwards","Pass (Live)","Flynn Downes","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"50","Kieffer Moore","Wrexham","0.02","0.00","Blocked","23","Right Foot","","Kieffer Moore","Take-On","Liberato Cacace","Pass (Live)","Wrexham","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"55","Shea Charles","Southampton","0.07","0.03","Saved","10","Head","","Jay Robinson","Pass (Live)","Joshua Quarshie","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"58","Adam Armstrong","Southampton","0.05","0.00","Off Target","13","Left Foot","","Flynn Downes","Pass (Live)","Welington","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"68","Jay Robinson","Southampton","0.13","0.10","Saved","15","Right Foot","","Jay Robinson","Take-On","Shea Charles","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"69","Mateus Fernandes","Southampton","0.03","0.14","Saved","24","Right Foot","","Welington","Pass (Live)","Mateus Fernandes","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"74","Jack Stephens","Southampton","0.09","0.23","Saved","8","Head","","Ryan Manning","Pass (Dead)","Shea Charles","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"87","Jay Robinson","Southampton","0.04","0.00","Off Target","14","Head","","Ryan Fraser","Pass (Live)","Joshua Quarshie","Pass (Dead)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"87","Ryan Hardie","Wrexham","0.29","0.40","Saved","13","Left Foot","","","","","","Wrexham","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"88","Lewis Brunt","Wrexham","0.02","0.00","Off Target","22","Right Foot","","George Dobson","Pass (Live)","Lewis O'Brien","Pass (Live)","Wrexham","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"90","Ryan Manning","Southampton","0.06","0.63","Goal","31","Left Foot","Free kick","Shea Charles","Fouled","Mateus Fernandes","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"90+2","Jack Stephens","Southampton","0.02","0.00","Off Target","16","Head","","Mateus Fernandes","Pass (Dead)","Ryan Fraser","Fouled","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"90+4","Sam Smith","Wrexham","0.01","0.00","Off Target","18","Left Foot","Volley","Danny Ward","Pass (Live)","","","Wrexham","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"90+5","Jack Stephens","Southampton","0.16","0.00","Blocked","6","Head","","Ryan Manning","Pass (Dead)","Ryan Manning","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"90+6","Damion Downs","Southampton","0.64","0.00","Off Target","4","Right Foot","","Ryan Manning","Pass (Live)","Shea Charles","Pass (Live)","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"90+6","Jack Stephens","Southampton","0.70","0.78","Goal","2","Right Foot","","Damion Downs","Shot","","","Southampton","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Southampton","Wrexham","https://fbref.com/en/matches/196ec160/Southampton-Wrexham-August-9-2025-Championship","1"
"3","Lloyd Jones","Charlton Ath","0.21","0.33","Saved","10","Left Foot","","Robert Apter","Pass (Live)","","","Charlton Ath","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Charlton Athletic","Watford","https://fbref.com/en/matches/de8432fe/Charlton-Athletic-Watford-August-9-2025-Championship","1"
"4","Robert Apter","Charlton Ath","0.02","0.00","Blocked","15","Left Foot","","Sonny Carey","Pass (Live)","Tyreece Campbell","Pass (Live)","Charlton Ath","Championship","2025-2026","Saturday August 9, 2025, 12:30 (venue time)","Charlton Athletic","Watford","https://fbref.com/en/matches/de8432fe/Charlton-Athletic-Watford-August-9-2025-Championship","1"
