"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"6","Arnaud Nordin","Mainz 05","0.18","0.00","Blocked","11","Right Foot","Volley","Phillipp Mwene","Pass (Dead)","Phillipp Mwene","Fouled","Bundesliga","2025-2026","Saturday September 20, 2025, 15:30 (venue time) 14:30 (local time)","Augsburg","Mainz 05","https://fbref.com/en/matches/a959bbb1/Augsburg-Mainz-05-September-20-2025-Bundesliga","4"
"7","Paul Nebel","Mainz 05","0.02","0.00","Blocked","17","Left Foot","","Dominik Kohr","Pass (Live)","Nadiem Amiri","Pass (Live)","Bundesliga","2025-2026","Saturday September 20, 2025, 15:30 (venue time) 14:30 (local time)","Augsburg","Mainz 05","https://fbref.com/en/matches/a959bbb1/Augsburg-Mainz-05-September-20-2025-Bundesliga","4"
"10","Fabian Rieder","Augsburg","0.01","0.00","Blocked","33","Left Foot","","Mert Kömür","Pass (Dead)","Elias Saad","Fouled","Bundesliga","2025-2026","Saturday September 20, 2025, 15:30 (venue time) 14:30 (local time)","Augsburg","Mainz 05","https://fbref.com/en/matches/a959bbb1/Augsburg-Mainz-05-September-20-2025-Bundesliga","4"
"13","Mert Kömür","Augsburg","0.05","0.00","Blocked","26","Right Foot","","Han-Noah Massengo","Pass (Live)","Elias Saad","Pass (Live)","Bundesliga","2025-2026","Saturday September 20, 2025, 15:30 (venue time) 14:30 (local time)","Augsburg","Mainz 05","https://fbref.com/en/matches/a959bbb1/Augsburg-Mainz-05-September-20-2025-Bundesliga","4"
"14","Kaishu Sano","Mainz 05","0.10","0.32","Goal","22","Left Foot","","Kaishu Sano","Interception","","","Bundesliga","2025-2026","Saturday September 20, 2025, 15:30 (venue time) 14:30 (local time)","Augsburg","Mainz 05","https://fbref.com/en/matches/a959bbb1/Augsburg-Mainz-05-September-20-2025-Bundesliga","4"
"17","Elvis Rexhbeçaj","Augsburg","0.04","0.00","Blocked","14","Right Foot","","Fabian Rieder","Pass (Live)","Fabian Rieder","Take-On","Bundesliga","2025-2026","Saturday September 20, 2025, 15:30 (venue time) 14:30 (local time)","Augsburg","Mainz 05","https://fbref.com/en/matches/a959bbb1/Augsburg-Mainz-05-September-20-2025-Bundesliga","4"
"20","Alexis Claude-Maurice","Augsburg","0.13","0.42","Saved","10","Right Foot","Volley","Han-Noah Massengo","Pass (Live)","Mert Kömür","Pass (Live)","Bundesliga","2025-2026","Saturday September 20, 2025, 15:30 (venue time) 14:30 (local time)","Augsburg","Mainz 05","https://fbref.com/en/matches/a959bbb1/Augsburg-Mainz-05-September-20-2025-Bundesliga","4"
"21","Chrislain Matsima","Augsburg","0.02","0.00","Off Target","14","Head","","Fabian Rieder","Pass (Dead)","Alexis Claude-Maurice","Shot","Bundesliga","2025-2026","Saturday September 20, 2025, 15:30 (venue time) 14:30 (local time)","Augsburg","Mainz 05","https://fbref.com/en/matches/a959bbb1/Augsburg-Mainz-05-September-20-2025-Bundesliga","4"
"21","Chrislain Matsima","Augsburg","0.03","0.00","Off Target","12","Head","","Han-Noah Massengo","Pass (Live)","Marius Wolf","Pass (Live)","Bundesliga","2025-2026","Saturday September 20, 2025, 15:30 (venue time) 14:30 (local time)","Augsburg","Mainz 05","https://fbref.com/en/matches/a959bbb1/Augsburg-Mainz-05-September-20-2025-Bundesliga","4"
"26","Dominik Kohr","Mainz 05","0.45","0.20","Goal","16","Right Foot","","Dominik Kohr","Take-On","Dominik Kohr","Tackle","Bundesliga","2025-2026","Saturday September 20, 2025, 15:30 (venue time) 14:30 (local time)","Augsburg","Mainz 05","https://fbref.com/en/matches/a959bbb1/Augsburg-Mainz-05-September-20-2025-Bundesliga","4"
