"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"8","Scott Twine","Bristol City","0.03","0.00","Blocked","25","Right Foot","Deflected","Scott Twine","Pass (Live)","Anis Mehmeti","Pass (Dead)","Bristol City","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24"
"16","Camiel Neghli","Millwall","0.08","0.55","Goal","14","Left Foot","Deflected","Alfie Doughty","Pass (Live)","Tristan Crama","Pass (Live)","Millwall","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24"
"28","Jason Knight","Bristol City","0.04","0.09","Saved","17","Right Foot","","Jason Knight","Pass (Live)","Cameron Pring","Pass (Dead)","Bristol City","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24"
"33","Sinclair Armstrong","Bristol City","0.16","0.00","Blocked","17","Right Foot","","Robert Dickie","Pass (Live)","Robert Dickie","Interception","Bristol City","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24"
"35","Sinclair Armstrong","Bristol City","0.06","0.03","Saved","21","Right Foot","Volley","Ross McCrorie","Pass (Live)","","","Bristol City","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24"
"36","Robert Atkinson","Bristol City","0.07","0.00","Off Target","8","Head","","Scott Twine","Pass (Dead)","Sinclair Armstrong","Shot","Bristol City","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24"
"42","Scott Twine","Bristol City","0.02","0.00","Blocked","25","Right Foot","","Anis Mehmeti","Pass (Dead)","Cameron Pring","Fouled","Bristol City","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24"
"","","","","","","","","","","","","","","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24"
"48","Mihailo Ivanović","Millwall","0.01","0.00","Blocked","24","Right Foot","","Caleb Taylor","Pass (Live)","Camiel Neghli","Pass (Dead)","Millwall","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24"
"49","Adam Randell","Bristol City","0.11","0.14","Goal","13","Right Foot","","Ross McCrorie","Pass (Live)","Scott Twine","Pass (Live)","Bristol City","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24"
"50","Sinclair Armstrong","Bristol City","0.05","0.00","Off Target","12","Right Foot","","Sinclair Armstrong","Take-On","Jason Knight","Pass (Live)","Bristol City","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24"
"52","Anis Mehmeti","Bristol City","0.09","0.00","Off Target","15","Left Foot","","Anis Mehmeti","Take-On","Scott Twine","Pass (Live)","Bristol City","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24"
"62","Anis Mehmeti","Bristol City","0.04","0.00","Blocked","22","Right Foot","","Scott Twine","Pass (Live)","","","Bristol City","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24"
"65","Ross McCrorie","Bristol City","0.09","0.00","Blocked","10","Head","","Scott Twine","Pass (Dead)","Adam Randell","Pass (Live)","Bristol City","Championship","2025-2026","Monday December 29, 2025, 19:45 (venue time)","Millwall","Bristol City","https://fbref.com/en/matches/d8b83251/Millwall-Bristol-City-December-29-2025-Championship","24"
