"player","shirtnumber","nationality","position","age","minutes","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons","take_ons_won","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries","carries_distance","carries_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","team","league","season","match_date","home_team","away_team","match_url","gameweek"
"Mathias Honsak","17","at AUT","LM,AM","28-323","66","31","3","11","12","9","0","31","4","2","50.0","2","50.0","17","70","19","1","1","0","1","3","18","2","Heidenheim","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Heidenheim","https://fbref.com/en/matches/8e4a9eea/Bayer-Leverkusen-Heidenheim-November-8-2025-Bundesliga","10"
"Marvin Pieringer","18","de GER","FW","26-035","24","16","0","2","13","1","0","16","1","0","0.0","0","0.0","9","35","2","1","0","0","2","1","13","1","Heidenheim","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Heidenheim","https://fbref.com/en/matches/8e4a9eea/Bayer-Leverkusen-Heidenheim-November-8-2025-Bundesliga","10"
"Arijon Ibrahimović","22","de GER","FW,AM,LM","19-332","90","35","0","10","17","10","1","35","1","0","0.0","1","100.0","16","95","40","0","0","0","2","2","18","2","Heidenheim","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Heidenheim","https://fbref.com/en/matches/8e4a9eea/Bayer-Leverkusen-Heidenheim-November-8-2025-Bundesliga","10"
"Julian Niehues","16","de GER","LM","24-205","32","14","0","2","11","1","0","14","0","0","","0","","11","62","22","0","1","0","0","1","10","0","Heidenheim","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Heidenheim","https://fbref.com/en/matches/8e4a9eea/Bayer-Leverkusen-Heidenheim-November-8-2025-Bundesliga","10"
"Niklas Dorsch","30","de GER","CM","27-297","58","35","1","13","23","0","0","35","0","0","","0","","20","88","58","0","0","0","0","1","20","0","Heidenheim","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Heidenheim","https://fbref.com/en/matches/8e4a9eea/Bayer-Leverkusen-Heidenheim-November-8-2025-Bundesliga","10"
"Jan Schöppner","3","de GER","CM","26-149","45","22","0","5","14","4","0","22","1","0","0.0","1","100.0","16","57","27","1","1","0","1","1","14","2","Heidenheim","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Heidenheim","https://fbref.com/en/matches/8e4a9eea/Bayer-Leverkusen-Heidenheim-November-8-2025-Bundesliga","10"
"Adam Kölle","28","de GER","CB","19-194","45","17","3","13","4","0","0","17","0","0","","0","","11","23","12","0","0","0","0","0","11","0","Heidenheim","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Heidenheim","https://fbref.com/en/matches/8e4a9eea/Bayer-Leverkusen-Heidenheim-November-8-2025-Bundesliga","10"
"Marnon Busch","2","de GER","RM","30-335","82","23","3","10","10","3","0","23","0","0","","0","","9","70","22","1","1","0","1","0","12","1","Heidenheim","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Heidenheim","https://fbref.com/en/matches/8e4a9eea/Bayer-Leverkusen-Heidenheim-November-8-2025-Bundesliga","10"
"Adrian Beck","21","de GER","RM","28-152","8","5","1","2","3","0","0","5","1","1","100.0","0","0.0","2","10","0","0","0","0","0","0","3","0","Heidenheim","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Heidenheim","https://fbref.com/en/matches/8e4a9eea/Bayer-Leverkusen-Heidenheim-November-8-2025-Bundesliga","10"
"Jonas Föhrenbach","19","de GER","LB","29-286","90","30","2","14","13","3","0","30","1","0","0.0","1","100.0","10","28","5","0","1","0","1","0","15","1","Heidenheim","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Heidenheim","https://fbref.com/en/matches/8e4a9eea/Bayer-Leverkusen-Heidenheim-November-8-2025-Bundesliga","10"
"Tim Siersleben","4","de GER","CB","25-244","90","48","5","31","17","0","0","48","0","0","","0","","25","109","51","0","0","0","0","1","33","0","Heidenheim","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Heidenheim","https://fbref.com/en/matches/8e4a9eea/Bayer-Leverkusen-Heidenheim-November-8-2025-Bundesliga","10"
"Patrick Mainka","6","de GER","CB","31-002","90","45","9","36","9","0","0","45","0","0","","0","","25","80","32","0","0","0","0","0","29","0","Heidenheim","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Heidenheim","https://fbref.com/en/matches/8e4a9eea/Bayer-Leverkusen-Heidenheim-November-8-2025-Bundesliga","10"
"Omar Traoré","23","de GER","RB","27-277","90","43","3","16","24","4","1","43","0","0","","0","","18","76","26","0","0","0","1","0","24","2","Heidenheim","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Heidenheim","https://fbref.com/en/matches/8e4a9eea/Bayer-Leverkusen-Heidenheim-November-8-2025-Bundesliga","10"
"Diant Ramaj","41","de GER","GK","24-050","90","57","44","56","1","0","0","57","0","0","","0","","38","251","168","0","0","0","0","0","33","0","Heidenheim","Bundesliga","2025-2026","Saturday November 8, 2025, 15:30 (venue time) 14:30 (local time)","Bayer Leverkusen","Heidenheim","https://fbref.com/en/matches/8e4a9eea/Bayer-Leverkusen-Heidenheim-November-8-2025-Bundesliga","10"
"Haris Tabakovic","15","ba BIH","FW","31-141","90","38","4","9","16","13","4","37","1","1","100.0","0","0.0","21","46","13","0","0","0","6","2","25","2","Mönchengladbach","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Franck Honorat","9","fr FRA","FW","29-089","75","29","0","3","12","15","4","29","2","1","50.0","1","50.0","18","186","103","5","2","2","3","2","19","5","Mönchengladbach","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Shuto Machino","18","jp JPN","FW","26-039","15","16","2","3","5","8","2","16","0","0","","0","","8","19","8","0","0","0","1","1","13","3","Mönchengladbach","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Florian Neuhaus","10","de GER","CM","28-237","74","46","1","12","29","5","0","46","1","0","0.0","1","100.0","34","106","50","0","1","0","0","1","38","1","Mönchengladbach","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Gio Reyna","13","us USA","CM","22-360","16","15","2","6","4","5","1","15","0","0","","0","","7","28","2","0","1","0","1","1","10","0","Mönchengladbach","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Yannik Engelhardt","6","de GER","CM","24-274","90","45","4","21","20","4","1","45","0","0","","0","","20","68","17","0","1","0","1","0","22","1","Mönchengladbach","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Rocco Reitz","27","de GER","CM","23-163","89","40","1","10","20","12","4","40","3","2","66.7","1","33.3","20","101","75","2","2","0","1","0","20","4","Mönchengladbach","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Oscar Fraulo","22","dk DEN","CM","21-337","1","5","3","3","2","0","0","5","0","0","","0","","0","0","0","0","0","0","0","0","1","0","Mönchengladbach","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Lukas Ullrich","26","de GER","LB","21-237","90","34","1","19","8","7","1","34","1","1","100.0","0","0.0","17","103","68","2","1","0","2","0","16","2","Mönchengladbach","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Kevin Diks","4","id IDN","CB","29-033","90","79","21","53","24","3","1","78","0","0","","0","","49","164","73","0","1","0","0","1","51","1","Mönchengladbach","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Nico Elvedi","30","ch SUI","CB","29-039","90","56","12","35","17","4","2","56","0","0","","0","","26","109","71","1","0","1","2","0","27","1","Mönchengladbach","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Philipp Sander","16","de GER","CB","27-260","62","47","5","18","18","12","1","47","0","0","","0","","20","127","62","1","0","0","1","0","19","2","Mönchengladbach","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Marvin Friedrich","5","de GER","CB","29-330","28","8","4","7","1","0","0","8","0","0","","0","","0","0","0","0","0","0","0","0","1","0","Mönchengladbach","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Joe Scally","29","us USA","RB","22-312","90","37","2","11","15","11","3","37","3","1","33.3","2","66.7","14","47","3","0","0","0","2","2","16","4","Mönchengladbach","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Moritz Nicolas","33","de GER","GK","28-018","90","32","26","32","0","0","0","32","0","0","","0","","19","116","64","0","0","0","0","0","15","0","Mönchengladbach","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Said El Mala","13","de GER","FW","19-074","45","21","0","3","9","9","1","21","3","1","33.3","2","66.7","10","33","8","0","0","0","4","0","13","2","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Sebastian Sebulonsen","28","no NOR","RB,FW","25-285","45","42","2","9","15","18","2","42","1","1","100.0","0","0.0","15","70","36","0","1","0","1","0","17","4","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Marius Bülter","30","de GER","FW","32-224","90","46","0","1","17","28","6","46","0","0","","0","","26","106","49","3","0","1","5","1","38","11","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Florian Kainz","11","at AUT","CM","33-015","45","33","0","4","19","10","0","33","0","0","","0","","19","94","66","2","1","0","0","2","25","5","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Ragnar Ache","9","de GER","FW,CM","27-103","45","17","1","1","4","12","5","17","0","0","","0","","3","13","1","0","0","0","0","0","9","1","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Denis Huseinbasic","8","ba BIH","CM","24-128","90","88","2","8","73","7","0","88","0","0","","0","","45","261","206","4","0","0","0","1","75","0","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Ísak Jóhannesson","18","is ISL","CM,RM","22-230","79","51","0","0","27","24","4","51","1","1","100.0","0","0.0","22","105","16","0","0","0","1","2","37","9","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Alessio Castro-Montes","17","be BEL","RM","28-175","11","22","1","6","11","6","0","22","0","0","","0","","11","71","42","1","0","0","0","0","15","2","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Kristoffer Lund","32","us USA","WB","23-178","66","42","1","8","21","13","1","42","1","0","0.0","1","100.0","16","63","38","2","2","1","0","0","25","2","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Linton Maina","37","de GER","LB","26-138","24","28","1","2","17","10","3","28","3","2","66.7","1","33.3","17","131","71","3","2","1","0","0","17","2","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Jakub Kamiński","16","pl POL","WB,LM","23-156","90","40","0","3","20","18","2","40","1","0","0.0","1","100.0","16","68","27","1","0","1","3","1","28","8","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Cenk Özkacar","39","tr TUR","CB","25-033","66","65","3","10","53","2","1","65","0","0","","0","","37","188","138","0","0","0","0","1","50","0","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Luca Waldschmidt","7","de GER","CM","29-173","24","25","0","2","10","13","2","24","1","0","0.0","1","100.0","16","91","41","1","0","0","1","0","21","5","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Eric Martel","6","de GER","CB","23-193","90","108","5","22","80","6","2","108","1","0","0.0","1","100.0","58","269","169","1","1","0","1","0","91","2","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Joël Schmied","2","ch SUI","CB","27-046","90","94","1","17","66","12","1","94","0","0","","0","","43","147","62","0","0","0","0","0","71","3","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Marvin Schwäbe","1","de GER","GK","30-197","90","41","22","37","4","0","0","41","0","0","","0","","14","61","36","0","0","0","0","0","22","0","Köln","Bundesliga","2025-2026","Saturday November 8, 2025, 18:30 (venue time) 17:30 (local time)","Mönchengladbach","Köln","https://fbref.com/en/matches/546be97e/Monchengladbach-Koln-November-8-2025-Bundesliga","10"
"Junior Adamu","20","at AUT","FW","24-156","57","15","0","1","2","12","2","15","1","0","0.0","1","100.0","10","23","9","0","0","0","2","0","12","3","Freiburg","Bundesliga","2025-2026","Sunday November 9, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","St. Pauli","https://fbref.com/en/matches/9b9ef973/Freiburg-St-Pauli-November-9-2025-Bundesliga","10"
"Igor Matanovic","31","hr CRO","FW","22-223","33","12","0","4","5","3","1","12","0","0","","0","","6","30","25","1","1","0","1","0","5","0","Freiburg","Bundesliga","2025-2026","Sunday November 9, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","St. Pauli","https://fbref.com/en/matches/9b9ef973/Freiburg-St-Pauli-November-9-2025-Bundesliga","10"
"Vincenzo Grifo","32","it ITA","LW","32-216","57","58","0","2","39","17","0","58","0","0","","0","","34","140","43","2","0","0","0","0","43","6","Freiburg","Bundesliga","2025-2026","Sunday November 9, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","St. Pauli","https://fbref.com/en/matches/9b9ef973/Freiburg-St-Pauli-November-9-2025-Bundesliga","10"
"Derry Scherhant","7","de GER","LW","22-364","33","13","1","2","6","5","0","13","2","0","0.0","2","100.0","6","29","2","0","1","0","1","0","10","2","Freiburg","Bundesliga","2025-2026","Sunday November 9, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","St. Pauli","https://fbref.com/en/matches/9b9ef973/Freiburg-St-Pauli-November-9-2025-Bundesliga","10"
"Jan-Niklas Beste","19","de GER","RW","26-309","87","40","1","6","18","16","3","40","0","0","","0","","23","170","61","2","1","2","1","0","25","7","Freiburg","Bundesliga","2025-2026","Sunday November 9, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","St. Pauli","https://fbref.com/en/matches/9b9ef973/Freiburg-St-Pauli-November-9-2025-Bundesliga","10"
"Max Rosenfelder","37","de GER","RW","22-272","3","3","1","1","2","0","0","3","0","0","","0","","0","0","0","0","0","0","0","0","0","0","Freiburg","Bundesliga","2025-2026","Sunday November 9, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","St. Pauli","https://fbref.com/en/matches/9b9ef973/Freiburg-St-Pauli-November-9-2025-Bundesliga","10"
"Yuito Suzuki","14","jp JPN","AM","24-015","70","25","0","3","9","14","2","25","0","0","","0","","19","102","32","0","3","0","1","3","19","3","Freiburg","Bundesliga","2025-2026","Sunday November 9, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","St. Pauli","https://fbref.com/en/matches/9b9ef973/Freiburg-St-Pauli-November-9-2025-Bundesliga","10"
"Patrick Osterhage","6","de GER","AM","25-281","20","11","1","3","8","0","0","11","0","0","","0","","6","15","2","0","0","0","1","0","7","0","Freiburg","Bundesliga","2025-2026","Sunday November 9, 2025, 15:30 (venue time) 14:30 (local time)","Freiburg","St. Pauli","https://fbref.com/en/matches/9b9ef973/Freiburg-St-Pauli-November-9-2025-Bundesliga","10"
