"league","season","match_date","gameweek","home_team","away_team","team","player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","match_url","venue"
"Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","6","Eintracht Frankfurt","Bayern Munich","Eintracht Frankfurt","Jonathan Burkardt","9","de GER","FW","25-085","81","0","0","0","0","1","0","1","0","23","0","1","1","0.0","0.0","0.1","2","0","9","14","64.3","0","11","0","0","0","/en/players/05f99a4a/Jonathan-Burkardt","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","Deutsche Bank Park"
"Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","6","Eintracht Frankfurt","Bayern Munich","Eintracht Frankfurt","Elye Wahi","17","fr FRA","FW","22-275","9","0","0","0","0","0","0","0","0","2","0","0","0","0.0","0.0","0.0","0","0","2","2","100.0","1","1","0","0","0","/en/players/0d7b6576/Elye-Wahi","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","Deutsche Bank Park"
"Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","6","Eintracht Frankfurt","Bayern Munich","Eintracht Frankfurt","Jean Mattéo Bahoya","19","fr FRA","LW","20-150","77","0","0","0","0","1","0","0","0","37","4","3","1","0.0","0.0","0.0","1","0","19","27","70.4","1","21","5","5","4","/en/players/70d4c949/Jean-Matteo-Bahoya","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","Deutsche Bank Park"
"Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","6","Eintracht Frankfurt","Bayern Munich","Eintracht Frankfurt","Mario Götze","27","de GER","LW","33-123","13","0","0","0","0","0","0","0","0","4","1","1","0","0.0","0.0","0.0","0","0","2","2","100.0","0","2","0","0","0","/en/players/9efa1d25/Mario-Gotze","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","Deutsche Bank Park"
"Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","6","Eintracht Frankfurt","Bayern Munich","Eintracht Frankfurt","Ritsu Doan","20","jp JPN","RW","27-110","90","0","0","0","0","2","1","0","0","41","2","1","2","0.2","0.2","0.0","0","0","17","27","63.0","0","18","1","3","1","/en/players/d01bbb6f/Ritsu-Doan","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","Deutsche Bank Park"
"Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","6","Eintracht Frankfurt","Bayern Munich","Eintracht Frankfurt","Can Uzun","42","tr TUR","AM","19-327","64","0","0","0","0","1","0","0","0","27","0","0","1","0.0","0.0","0.0","1","0","15","21","71.4","4","13","1","1","1","/en/players/1d0b134a/Can-Uzun","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","Deutsche Bank Park"
"Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","6","Eintracht Frankfurt","Bayern Munich","Eintracht Frankfurt","Ansgar Knauff","7","de GER","AM","23-267","26","0","0","0","0","0","0","0","0","5","0","0","0","0.0","0.0","0.0","0","0","4","5","80.0","0","4","2","0","0","/en/players/19a967ab/Ansgar-Knauff","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","Deutsche Bank Park"
"Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","6","Eintracht Frankfurt","Bayern Munich","Eintracht Frankfurt","Ellyes Skhiri","15","tn TUN","DM","30-147","77","0","0","0","0","0","0","0","0","55","1","3","1","0.0","0.0","0.0","0","0","42","45","93.3","0","21","0","1","1","/en/players/c2211709/Ellyes-Skhiri","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","Deutsche Bank Park"
"Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","6","Eintracht Frankfurt","Bayern Munich","Eintracht Frankfurt","Oscar Højlund","6","dk DEN","DM","20-273","13","0","0","0","0","0","0","0","0","11","1","0","0","0.0","0.0","0.0","0","0","10","10","100.0","0","5","0","0","0","/en/players/3e2bbae6/Oscar-Hojlund","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","Deutsche Bank Park"
"Bundesliga","2025-2026","Saturday October 4, 2025, 18:30 (venue time) 17:30 (local time)","6","Eintracht Frankfurt","Bayern Munich","Eintracht Frankfurt","Hugo Larsson","16","se SWE","DM","21-099","64","0","0","0","0","0","0","0","0","34","0","1","1","0.0","0.0","0.0","0","0","24","29","82.8","2","6","0","0","0","/en/players/00c9a283/Hugo-Larsson","https://fbref.com/en/matches/96ea3861/Eintracht-Frankfurt-Bayern-Munich-October-4-2025-Bundesliga","Deutsche Bank Park"
