"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"2","Thierry Small","Preston","0.03","0.00","Blocked","15","Right Foot","","Alistair McCann","Pass (Live)","Pol Valentín","Pass (Dead)","Preston","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"7","Thierry Small","Preston","0.03","0.00","Off Target","16","Left Foot","","Alistair McCann","Pass (Live)","Ben Whiteman","Pass (Live)","Preston","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"7","Alfie Devine","Preston","0.36","0.98","Goal","23","Right Foot","","Pol Valentín","Pass (Live)","Daniel Iversen","Pass (Live)","Preston","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"9","Abdul Fatawu Issahaku","Leicester City","0.02","0.00","Off Target","29","Left Foot","","Abdul Fatawu Issahaku","Take-On","Caleb Okoli","Pass (Live)","Leicester City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"13","Caleb Okoli","Leicester City","0.10","0.00","Blocked","8","Head","","Jordan Ayew","Pass (Dead)","","","Leicester City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"19","Abdul Fatawu Issahaku","Leicester City","0.02","0.00","Blocked","25","Left Foot","","Harry Winks","Pass (Live)","Jordan Ayew","Pass (Live)","Leicester City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"28","Michael Smith","Preston","0.14","0.00","Off Target","11","Head","","Pol Valentín","Pass (Live)","Alfie Devine","Pass (Live)","Preston","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"37","Jordan Ayew","Leicester City","0.03","0.00","Off Target","14","Head","","Bilal El Khannouss","Pass (Dead)","Abdul Fatawu Issahaku","Fouled","Leicester City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"43","James Justin","Leicester City","0.07","0.00","Blocked","11","Right Foot","Volley","Bilal El Khannouss","Pass (Live)","Stephy Mavididi","Pass (Live)","Leicester City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"43","James Justin","Leicester City","0.03","0.00","Blocked","9","Right Foot","Volley","Jordan Ayew","Pass (Dead)","James Justin","Shot","Leicester City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"","","","","","","","","","","","","","","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"48","Ben Whiteman","Preston","0.07","0.00","Off Target","24","Right Foot","Free kick","Milutin Osmajić","Fouled","Michael Smith","Pass (Live)","Preston","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"52","Milutin Osmajić","Preston","0.77","0.00","Off Target","4","Right Foot","","Thierry Small","Pass (Live)","Andrew Hughes","Pass (Live)","Preston","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"53","Michael Smith","Preston","0.02","0.00","Off Target","16","Right Foot","","Alistair McCann","Pass (Live)","Ben Whiteman","Pass (Live)","Preston","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"65","Michael Smith","Preston","0.10","0.07","Saved","8","Head","","Ben Whiteman","Pass (Live)","Thierry Small","Pass (Dead)","Preston","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"67","Abdul Fatawu Issahaku","Leicester City","0.38","0.63","Saved","6","Left Foot","","James Justin","Pass (Live)","Jeremy Monga","Pass (Live)","Leicester City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"67","Jeremy Monga","Leicester City","0.06","0.55","Goal","15","Right Foot","Deflected","Wout Faes","Pass (Live)","James Justin","Pass (Live)","Leicester City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"73","Jordan Ayew","Leicester City","0.06","0.00","Woodwork","11","Right Foot","","Jordan Ayew","Take-On","Caleb Okoli","Pass (Live)","Leicester City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"78","Abdul Fatawu Issahaku","Leicester City","0.02","0.00","Off Target","25","Left Foot","","Abdul Fatawu Issahaku","Take-On","Boubakary Soumaré","Pass (Live)","Leicester City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"80","Ben Whiteman","Preston","0.02","0.00","Blocked","30","Right Foot","","Stefán Þórðarson","Pass (Dead)","Lewis Gibson","Pass (Live)","Preston","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"80","Alistair McCann","Preston","0.07","0.00","Off Target","10","Head","","Jordan Storey","Pass (Live)","Stefán Þórðarson","Pass (Dead)","Preston","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"83","Michael Smith","Preston","0.07","0.00","Off Target","10","Head","","Odeluga Offiah","Pass (Live)","Alistair McCann","Pass (Live)","Preston","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"84","Abdul Fatawu Issahaku","Leicester City","0.02","0.00","Blocked","30","Left Foot","","Caleb Okoli","Pass (Live)","Boubakary Soumaré","Pass (Live)","Leicester City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"85","Milutin Osmajić","Preston","0.54","0.92","Goal","12","Right Foot","","Thierry Small","Pass (Live)","Milutin Osmajić","Pass (Live)","Preston","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"88","Jordan Ayew","Leicester City","0.05","0.00","Blocked","21","Right Foot","","Wout Faes","Pass (Live)","Boubakary Soumaré","Pass (Live)","Leicester City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"89","Boubakary Soumaré","Leicester City","0.03","0.00","Blocked","27","Right Foot","","Patson Daka","Pass (Live)","Jannik Vestergaard","Pass (Live)","Leicester City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"90","Alistair McCann","Preston","0.06","0.00","Off Target","16","Right Foot","Volley","Michael Smith","Pass (Live)","Andrija Vukčević","Pass (Live)","Preston","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"90+2","Jordan Ayew","Leicester City","0.03","0.00","Blocked","26","Right Foot","","Boubakary Soumaré","Pass (Live)","Harry Winks","Pass (Live)","Leicester City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"90+5","Milutin Osmajić","Preston","0.20","0.13","Saved","22","Left Foot","","Stefán Þórðarson","Pass (Live)","Alistair McCann","Pass (Live)","Preston","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Preston North End","Leicester City","https://fbref.com/en/matches/c6c5e2ab/Preston-North-End-Leicester-City-August-16-2025-Championship","2"
"1","Josh Tymon","Swansea City","0.06","0.00","Off Target","21","Right Foot","","Josh Key","Pass (Live)","Gonçalo Franco","Pass (Live)","Swansea City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"9","Jack Robinson","Sheffield Utd","0.18","0.00","Off Target","3","Head","","","","","","Sheffield Utd","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"10","Malick Yalcouye","Swansea City","0.10","0.00","Blocked","15","Right Foot","","Malick Yalcouye","Take-On","Josh Tymon","Pass (Live)","Swansea City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"10","Ronald","Swansea City","0.23","0.28","Saved","11","Left Foot","","Malick Yalcouye","Shot","","","Swansea City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"21","Cameron Burgess","Swansea City","0.07","0.00","Blocked","9","Head","","Josh Tymon","Pass (Dead)","Josh Tymon","Pass (Live)","Swansea City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"22","Eom Jisung","Swansea City","0.02","0.05","Saved","24","Right Foot","","Josh Tymon","Pass (Live)","Malick Yalcouye","Pass (Live)","Swansea City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"25","Sydie Peck","Sheffield Utd","0.14","0.00","Blocked","6","Head","","","","","","Sheffield Utd","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"31","Djibril Soumaré","Sheffield Utd","0.02","0.00","Blocked","27","Left Foot","","Louie Barry","Pass (Live)","Djibril Soumaré","Pass (Live)","Sheffield Utd","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"34","Harrison Burrows","Sheffield Utd","0.01","0.00","Blocked","28","Left Foot","","Tyler Bindon","Pass (Live)","Jack Robinson","Pass (Live)","Sheffield Utd","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"35","Tyler Bindon","Sheffield Utd","0.07","0.00","Blocked","9","Head","","Harrison Burrows","Pass (Dead)","Louie Barry","Pass (Live)","Sheffield Utd","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"","","","","","","","","","","","","","","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"49","Josh Key","Swansea City","0.09","0.00","Blocked","12","Right Foot","","Eom Jisung","Fouled","Josh Tymon","Pass (Live)","Swansea City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"49","Eom Jisung","Swansea City","0.06","0.00","Blocked","27","Right Foot","","Gonçalo Franco","Pass (Live)","Josh Key","Shot","Swansea City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"49","Cameron Burgess","Swansea City","0.05","0.00","Blocked","16","Left Foot","Volley","Eom Jisung","Shot","","","Swansea City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"61","Gustavo Hamer","Sheffield Utd","0.02","0.00","Off Target","23","Head","","Sydie Peck","Pass (Live)","Harrison Burrows","Pass (Live)","Sheffield Utd","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"64","Zeidane Inoussa","Swansea City","0.14","0.45","Saved","6","Head","","Josh Key","Pass (Live)","Melker Widell","Pass (Live)","Swansea City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"66","Liam Cullen","Swansea City","0.21","0.00","Off Target","15","Left Foot","","Zeidane Inoussa","Pass (Live)","Ronald","Pass (Live)","Swansea City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"66","Ronald","Swansea City","0.21","0.41","Goal","18","Right Foot","","Liam Cullen","Shot","","","Swansea City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"73","Melker Widell","Swansea City","0.05","0.00","Off Target","17","Right Foot","","Liam Cullen","Pass (Live)","Zeidane Inoussa","Pass (Live)","Swansea City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"76","Josh Key","Swansea City","0.03","0.00","Off Target","21","Right Foot","Volley","Ronald","Pass (Live)","Zeidane Inoussa","Pass (Live)","Swansea City","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"86","Sydie Peck","Sheffield Utd","0.09","0.00","Blocked","8","Head","","Harrison Burrows","Pass (Dead)","Femi Seriki","Pass (Live)","Sheffield Utd","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"86","Callum O'Hare","Sheffield Utd","0.05","0.00","Blocked","11","Right Foot","Volley","Sydie Peck","Shot","","","Sheffield Utd","Championship","2025-2026","Saturday August 16, 2025, 15:00 (venue time)","Swansea City","Sheffield United","https://fbref.com/en/matches/feec81d2/Swansea-City-Sheffield-United-August-16-2025-Championship","2"
"3","Jack Clarke","Ipswich Town","0.06","0.00","Off Target","9","Head","","Leif Davis","Pass (Live)","Jaden Philogene Bidace","Pass (Live)","Ipswich Town","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"7","Welington","Southampton","0.02","0.00","Blocked","28","Left Foot","","","","","","Southampton","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"7","Shea Charles","Southampton","0.04","0.00","Blocked","15","Right Foot","","Welington","Shot","","","Southampton","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"10","George Hirst","Ipswich Town","0.22","0.00","Off Target","7","Head","","Jaden Philogene Bidace","Pass (Dead)","George Hirst","Fouled","Ipswich Town","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"14","Sammie Szmodics","Ipswich Town","0.10","0.00","Blocked","14","Right Foot","","Jack Clarke","Pass (Live)","Azor Matusiwa","Pass (Live)","Ipswich Town","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"18","Welington","Southampton","0.04","0.00","Off Target","16","Left Foot","","Adam Armstrong","Pass (Live)","Mateus Fernandes","Pass (Live)","Southampton","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"24","Sammie Szmodics","Ipswich Town","0.22","0.00","Off Target","12","Right Foot","Volley","Jack Taylor","Pass (Live)","Leif Davis","Pass (Live)","Ipswich Town","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"29","Jay Robinson","Southampton","0.43","0.28","Goal","6","Head","","Ryan Fraser","Pass (Live)","Mateus Fernandes","Pass (Live)","Southampton","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"39","George Hirst","Ipswich Town","0.17","0.08","Saved","14","Right Foot","","George Hirst","Take-On","George Hirst","Take-On","Ipswich Town","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"44","Shea Charles","Southampton","0.02","0.00","Off Target","13","Right Foot","Volley","Jay Robinson","Pass (Live)","Joshua Quarshie","Pass (Live)","Southampton","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"45+3","Taylor Harwood-Bellis","Southampton","0.01","0.02","Saved","14","Head","","Mateus Fernandes","Pass (Dead)","Shea Charles","Fouled","Southampton","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"","","","","","","","","","","","","","","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"47","Jack Taylor","Ipswich Town","0.04","0.00","Off Target","11","Head","","Leif Davis","Pass (Dead)","Jack Taylor","Fouled","Ipswich Town","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"47","Sammie Szmodics","Ipswich Town","0.12","0.00","Woodwork","13","Left Foot","","George Hirst","Pass (Live)","Jaden Philogene Bidace","Pass (Live)","Ipswich Town","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"48","Shea Charles","Southampton","0.03","0.00","Off Target","25","Right Foot","","Mateus Fernandes","Pass (Live)","Jack Stephens","Pass (Live)","Southampton","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"50","Jay Robinson","Southampton","0.05","0.00","Blocked","20","Right Foot","Deflected","Taylor Harwood-Bellis","Pass (Live)","","","Southampton","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"50","Jaden Philogene Bidace","Ipswich Town","0.08","0.00","Off Target","9","Right Foot","Volley","Jack Clarke","Pass (Live)","Ben Johnson","Pass (Live)","Ipswich Town","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"52","Mateus Fernandes","Southampton","0.04","0.00","Off Target","25","Right Foot","Free kick","Jay Robinson","Fouled","Mateus Fernandes","Pass (Live)","Southampton","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"61","Dara O'Shea","Ipswich Town","0.10","0.00","Blocked","4","Head","","Leif Davis","Pass (Dead)","Ben Johnson","Pass (Live)","Ipswich Town","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"66","Jay Robinson","Southampton","0.04","0.19","Saved","14","Left Foot","","Ryan Manning","Pass (Live)","Joshua Quarshie","Pass (Live)","Southampton","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"79","Leif Davis","Ipswich Town","0.04","0.00","Off Target","12","Left Foot","","Leif Davis","Take-On","Ben Johnson","Pass (Live)","Ipswich Town","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"88","Jens Cajuste","Ipswich Town","0.10","0.00","Blocked","20","Right Foot","","Chiedozie Ogbene","Pass (Live)","Conor Chaplin","Pass (Live)","Ipswich Town","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"88","Conor Chaplin","Ipswich Town","0.03","0.00","Off Target","24","Left Foot","","Ashley Young","Pass (Live)","Jens Cajuste","Shot","Ipswich Town","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"90","Joshua Quarshie","Southampton","0.02","0.00","Off Target","28","Left Foot","Volley","Cameron Archer","Pass (Live)","Taylor Harwood-Bellis","Pass (Live)","Southampton","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"90+2","George Hirst","Ipswich Town","0.07","0.00","Off Target","10","Head","","Leif Davis","Pass (Dead)","Jacob Greaves","Fouled","Ipswich Town","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"90+2","Conor Chaplin","Ipswich Town","0.27","0.00","Off Target","1","Head","","George Hirst","Shot","","","Ipswich Town","Championship","2025-2026","Sunday August 17, 2025, 12:00 (venue time)","Ipswich Town","Southampton","https://fbref.com/en/matches/b56bbdcb/Ipswich-Town-Southampton-August-17-2025-Championship","2"
"2","Joe Gelhardt","Hull City","0.11","0.17","Goal","9","Left Foot","","Oliver McBurnie","Pass (Live)","Cody Drameh","Pass (Live)","Hull City","Championship","2025-2026","Sunday August 17, 2025, 15:00 (venue time)","Hull City","Oxford United","https://fbref.com/en/matches/878e04d7/Hull-City-Oxford-United-August-17-2025-Championship","2"
"4","Will Vaulks","Oxford United","0.01","0.03","Saved","32","Right Foot","","Will Vaulks","Pass (Dead)","Michał Helik","Pass (Live)","Oxford United","Championship","2025-2026","Sunday August 17, 2025, 15:00 (venue time)","Hull City","Oxford United","https://fbref.com/en/matches/878e04d7/Hull-City-Oxford-United-August-17-2025-Championship","2"
"5","Matt Crooks","Hull City","0.23","0.00","Blocked","7","Right Foot","","Joel Ndala","Pass (Live)","John Lundstram","Pass (Live)","Hull City","Championship","2025-2026","Sunday August 17, 2025, 15:00 (venue time)","Hull City","Oxford United","https://fbref.com/en/matches/878e04d7/Hull-City-Oxford-United-August-17-2025-Championship","2"
"9","Will Lankshear","Oxford United","0.07","0.75","Goal","12","Right Foot","Volley","Tyler Goodhram","Pass (Live)","Brodie Gilmore","Pass (Live)","Oxford United","Championship","2025-2026","Sunday August 17, 2025, 15:00 (venue time)","Hull City","Oxford United","https://fbref.com/en/matches/878e04d7/Hull-City-Oxford-United-August-17-2025-Championship","2"
