"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"6","Scott McTominay","Napoli","0.25","0.00","Off Target","5","Head","","Matteo Politano","Pass (Dead)","Matteo Politano","Take-On","Napoli","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18"
"13","Leonardo Spinazzola","Napoli","0.18","0.14","Goal","11","Right Foot","","Matteo Politano","Pass (Live)","Giovanni Di Lorenzo","Pass (Live)","Napoli","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18"
"17","Juan Jesus","Napoli","0.22","0.00","Blocked","4","Left Foot","","Scott McTominay","Pass (Live)","Matteo Politano","Pass (Live)","Napoli","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18"
"25","Leonardo Spinazzola","Napoli","0.02","0.00","Blocked","13","Right Foot","","Elif Elmas","Pass (Live)","Stanislav Lobotka","Pass (Live)","Napoli","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18"
"32","Amir Rrahmani","Napoli","0.18","0.81","Goal","10","Head","","Matteo Politano","Pass (Dead)","","Fouled","Napoli","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18"
"35","Matteo Cancellieri","Lazio","0.03","0.00","Blocked","18","Left Foot","","Tijjani Noslin","Pass (Live)","","","Lazio","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18"
"38","Elif Elmas","Napoli","0.40","0.00","Woodwork","6","Head","","David Neres","Pass (Live)","Giovanni Di Lorenzo","Pass (Live)","Napoli","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18"
"38","Scott McTominay","Napoli","0.01","0.00","Off Target","32","Right Foot","","Elif Elmas","Pass (Live)","Juan Jesus","Pass (Live)","Napoli","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18"
"","","","","","","","","","","","","","","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18"
"48","Matteo Cancellieri","Lazio","0.05","0.00","Off Target","12","Head","","Adam Marušić","Pass (Live)","Mattéo Guendouzi","Pass (Live)","Lazio","Serie-A","2025-2026","Sunday January 4, 2026, 12:30 (venue time) 11:30 (local time)","Lazio","Napoli","https://fbref.com/en/matches/8a3786f2/Lazio-Napoli-January-4-2026-Serie-A","18"
