"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Valentín Castellanos","11","ar ARG","FW","27-078","90","0","0","0","0","1","1","0","0","25","1","0","0","0.0","0.0","0.0","2","0","13","15","86.7","3","16","0","1","1","/en/players/da76bab4/Valentin-Castellanos","Lazio","1","1","11","14","4","25","100.0","0","0.0","58","19","1","0","7","1","21","4","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Pedro","9","es ESP","LW","38-145","63","0","0","0","0","1","0","1","0","30","1","0","0","0.0","0.0","0.0","1","0","22","27","81.5","0","23","1","0","0","/en/players/3ca7254a/Pedro","Lazio","0","2","22","6","0","30","","0","","137","44","1","0","1","1","26","3","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Tijjani Noslin","14","nl NED","LW","26-166","27","0","0","0","0","2","0","0","0","23","1","0","1","0.1","0.1","0.0","1","0","14","16","87.5","0","16","0","2","1","/en/players/2f067cf2/Tijjani-Noslin","Lazio","0","3","13","8","2","23","50.0","1","50.0","80","20","0","0","2","0","19","3","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Matteo Cancellieri","22","it ITA","RW","23-311","90","0","0","0","0","0","0","0","0","43","3","1","0","0.0","0.0","0.0","1","0","28","33","84.8","2","36","0","5","2","/en/players/b6a1cdf9/Matteo-Cancellieri","Lazio","0","4","26","14","0","43","40.0","1","20.0","110","19","1","0","3","2","40","11","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Matías Vecino","5","uy URU","LM","34-118","62","0","0","0","0","0","0","0","0","31","1","0","0","0.0","0.0","0.0","0","0","22","29","75.9","0","23","1","0","0","/en/players/44ac04e9/Matias-Vecino","Lazio","1","5","25","1","0","31","","0","","74","36","0","0","1","0","25","2","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Reda Belahyane","21","ma MAR","LM","21-202","28","0","0","0","0","0","0","0","0","10","0","0","0","0.0","0.0","0.0","0","0","5","9","55.6","1","8","1","0","0","/en/players/705a1642/Reda-Belahyane","Lazio","1","3","4","3","1","10","","0","","50","30","1","1","0","0","9","0","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Danilo Cataldi","32","it ITA","CM","31-136","90","0","0","0","0","2","0","0","0","82","2","0","1","0.3","0.3","0.0","2","0","62","77","80.5","5","52","2","0","0","/en/players/ba3d3bea/Danilo-Cataldi","Lazio","1","16","51","18","1","82","","0","","253","140","1","0","0","0","51","1","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Mattéo Guendouzi","8","fr FRA","RM","26-250","90","0","0","0","0","1","0","1","0","70","1","3","1","0.0","0.0","0.1","5","0","50","60","83.3","9","53","3","5","3","/en/players/5ea8ef20/Matteo-Guendouzi","Lazio","1","5","50","17","1","70","60.0","1","20.0","296","146","2","1","1","0","53","3","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Luca Pellegrini","3","it ITA","LB","26-288","81","0","0","0","0","0","0","0","0","56","1","0","1","0.0","0.0","0.0","1","0","42","51","82.4","2","38","1","0","0","/en/players/3b61c9ec/Luca-Pellegrini","Lazio","0","16","30","12","2","56","","0","","117","87","2","0","0","0","36","2","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Manuel Lazzari","29","it ITA","RB","32-021","9","0","0","0","0","0","0","0","0","11","0","0","0","0.0","0.0","0.0","0","0","7","9","77.8","1","8","2","2","1","/en/players/02caf6e0/Manuel-Lazzari","Lazio","0","1","6","5","0","11","50.0","0","0.0","113","103","0","0","0","0","9","1","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Alessio Romagnoli","13","it ITA","CB","30-342","90","0","0","0","0","0","0","1","0","81","0","0","1","0.0","0.0","0.0","0","0","69","77","89.6","3","61","0","0","0","/en/players/3ead85f9/Alessio-Romagnoli","Lazio","6","40","41","0","0","81","","0","","225","106","0","0","1","0","65","0","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Mario Gila","34","es ESP","CB","25-113","90","0","0","0","0","0","0","1","0","87","0","1","1","0.0","0.0","0.0","0","0","75","78","96.2","2","66","1","1","1","/en/players/9c435456/Mario-Gila","Lazio","6","35","51","2","0","87","100.0","0","0.0","354","176","2","0","0","0","71","0","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Adam Marušić","77","me MNE","RB,LB","33-064","90","0","0","0","0","1","1","0","0","86","1","0","3","0.0","0.0","0.0","2","0","60","78","76.9","7","55","4","3","1","/en/players/d4535821/Adam-Marusic","Lazio","3","16","55","18","0","86","33.3","1","33.3","204","137","1","0","2","0","54","5","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Ivan Provedel","94","it ITA","GK","31-278","90","0","0","0","0","0","0","0","0","31","0","0","0","0.0","0.0","0.0","0","0","29","31","93.5","0","20","0","0","0","/en/players/277da414/Ivan-Provedel","Lazio","27","31","0","0","0","31","","0","","94","55","0","0","0","0","15","0","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Jamie Vardy","10","eng ENG","FW","38-343","90","0","0","0","0","1","0","0","0","14","0","0","0","0.5","0.5","0.0","1","0","7","10","70.0","0","7","1","2","0","/en/players/45963054/Jamie-Vardy","Cremonese","1","3","7","5","1","14","0.0","1","50.0","69","34","2","0","0","0","8","2","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Federico Bonazzoli","90","it ITA","FW","28-213","75","0","0","0","0","3","1","0","0","25","0","0","1","0.1","0.1","0.5","1","0","15","18","83.3","2","14","2","0","0","/en/players/bf57eaab/Federico-Bonazzoli","Cremonese","0","2","19","5","0","25","","0","","54","38","2","0","0","0","16","5","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Antonio Sanabria","99","py PAR","FW","29-291","15","0","0","0","0","1","1","0","0","6","0","0","0","0.1","0.1","0.0","1","0","4","4","100.0","1","3","1","1","0","/en/players/0a447501/Antonio-Sanabria","Cremonese","0","0","3","3","0","6","0.0","0","0.0","28","15","0","0","0","0","5","0","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Dennis Johnsen","11","no NOR","CM","27-306","75","0","0","0","0","1","0","0","0","28","1","0","0","0.0","0.0","0.0","1","0","8","18","44.4","1","15","2","2","1","/en/players/66784dee/Dennis-Johnsen","Cremonese","0","6","18","5","0","28","50.0","1","50.0","91","41","2","0","2","2","16","2","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Alessio Zerbin","7","it ITA","CM","26-292","15","0","0","0","0","0","0","0","0","8","1","0","0","0.0","0.0","0.0","1","0","2","5","40.0","1","2","0","0","0","/en/players/d19ef4ef/Alessio-Zerbin","Cremonese","1","2","4","2","0","8","","0","","10","10","0","0","0","0","5","1","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Alberto Grassi","33","it ITA","CM","30-288","68","0","0","0","0","0","0","1","0","36","1","2","0","0.0","0.0","0.0","1","0","25","30","83.3","2","15","0","0","0","/en/players/6cc97b6a/Alberto-Grassi","Cremonese","1","7","28","2","1","36","","0","","70","21","0","0","1","1","24","2","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
"Jari Vandeputte","27","be BEL","CM","29-309","22","0","0","0","0","1","0","0","0","25","1","0","0","0.0","0.0","0.1","2","0","16","22","72.7","0","7","0","0","0","/en/players/68e75bf4/Jari-Vandeputte","Cremonese","1","8","14","3","0","25","","0","","37","13","0","0","0","0","16","0","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16","Stadio Olimpico"
