"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"6","Riccardo Sottil","Lecce","0.01","0.00","Blocked","24","Left Foot","","Medon Berisha","Pass (Dead)","","","Lecce","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15"
"17","Stefano Moreo","Pisa","0.02","0.00","Blocked","15","Right Foot","","Adrian Šemper","Pass (Dead)","Ebenezer Akinsanmiro","Fouled","Pisa","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15"
"18","Stefano Moreo","Pisa","0.07","0.00","Off Target","8","Head","","Michel Aebischer","Pass (Dead)","Stefano Moreo","Shot","Pisa","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15"
"18","Riccardo Sottil","Lecce","0.02","0.00","Blocked","26","Right Foot","","Lassana Coulibaly","Pass (Live)","","","Lecce","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15"
"19","Francesco Camarda","Lecce","0.03","0.00","Blocked","23","Right Foot","","Ylber Ramadani","Pass (Live)","","","Lecce","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15"
"19","Lassana Coulibaly","Lecce","0.03","0.00","Off Target","18","Right Foot","","Riccardo Sottil","Pass (Live)","Francesco Camarda","Shot","Lecce","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15"
"20","Santiago Pierotti","Lecce","0.09","0.17","Saved","13","Left Foot","","Riccardo Sottil","Pass (Live)","Lassana Coulibaly","Pass (Live)","Lecce","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15"
"27","Corrie Ndaba","Lecce","0.01","0.00","Blocked","34","Left Foot","","Ylber Ramadani","Pass (Live)","Mohamed Kaba","Pass (Live)","Lecce","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15"
"28","Kialonda","Lecce","0.02","0.02","Saved","9","Head","","Riccardo Sottil","Pass (Dead)","Corrie Ndaba","Shot","Lecce","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15"
"28","Francesco Camarda","Lecce","0.27","0.00","Blocked","5","Head","","Kialonda","Shot","","","Lecce","Serie-A","2025-2026","Friday December 12, 2025, 20:45 (venue time) 19:45 (local time)","Lecce","Pisa","https://fbref.com/en/matches/60dd47e4/Lecce-Pisa-December-12-2025-Serie-A","15"
