"player","shirtnumber","nationality","position","age","minutes","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons","take_ons_won","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries","carries_distance","carries_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","team","league","season","match_date","home_team","away_team","match_url","gameweek"
"Lee Jae-sung","7","kr KOR","FW","33-103","66","23","0","4","15","5","2","23","1","1","100.0","0","0.0","15","30","4","0","0","0","1","1","17","3","Mainz 05","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"Nelson Weiper","44","de GER","FW","20-249","24","3","0","1","1","1","0","3","0","0","","0","","3","7","0","0","1","0","0","0","4","0","Mainz 05","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"Benedict Hollerbach","17","de GER","AM","24-188","89","39","2","5","13","23","14","39","5","3","60.0","2","40.0","22","201","129","6","3","4","4","2","28","6","Mainz 05","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"Stefan Bell","16","de GER","AM","34-089","1","3","0","2","1","0","0","3","0","0","","0","","0","0","0","0","0","0","0","0","1","0","Mainz 05","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"Paul Nebel","8","de GER","AM","23-042","90","59","3","10","23","26","4","59","3","2","66.7","1","33.3","37","221","58","4","0","2","3","1","37","11","Mainz 05","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"Kaishu Sano","6","jp JPN","CM","24-326","90","49","6","13","24","13","3","49","2","1","50.0","1","50.0","19","158","76","2","2","0","2","0","16","1","Mainz 05","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"Nadiem Amiri","10","de GER","CM","29-025","90","57","3","12","23","23","1","57","1","1","100.0","0","0.0","25","149","42","1","1","1","0","1","20","2","Mainz 05","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"Silvan Widmer","30","ch SUI","WB","32-261","45","29","0","9","14","6","1","29","0","0","","0","","14","40","9","0","1","0","3","0","17","1","Mainz 05","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"Sota Kawasaki","24","jp JPN","WB","24-114","45","30","1","11","11","8","3","30","1","0","0.0","1","100.0","15","74","30","0","1","0","1","1","12","2","Mainz 05","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
"Phillipp Mwene","2","at AUT","WB","31-296","90","75","2","21","31","24","7","75","1","0","0.0","1","100.0","39","125","59","3","2","2","1","1","38","7","Mainz 05","Bundesliga","2025-2026","Friday November 21, 2025, 20:30 (venue time) 19:30 (local time)","Mainz 05","Hoffenheim","https://fbref.com/en/matches/9fc01308/Mainz-05-Hoffenheim-November-21-2025-Bundesliga","11"
