"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"1","Caleb Okoli","Leicester City","0.01","0.00","Off Target","10","Head","","Jordan James","Pass (Dead)","","","Leicester City","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26"
"8","Jeremy Monga","Leicester City","0.04","0.00","Off Target","17","Right Foot","","Jeremy Monga","Take-On","Hamza Choudhury","Pass (Live)","Leicester City","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26"
"18","Jordan Ayew","Leicester City","0.17","0.93","Goal","10","Right Foot","","Jordan James","Pass (Live)","Bobby De Cordova-Reid","Pass (Live)","Leicester City","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26"
"22","Jordan James","Leicester City","0.04","0.00","Off Target","15","Right Foot","Volley","Hamza Choudhury","Pass (Live)","Hamza Choudhury","Pass (Live)","Leicester City","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26"
"25","Callum Styles","West Brom","0.01","0.00","Off Target","27","Left Foot","Volley","George Campbell","Fouled","Jayson Molumby","Pass (Live)","West Brom","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26"
"29","Michael Johnston","West Brom","0.07","0.00","Blocked","11","Head","","Callum Styles","Pass (Live)","Jayson Molumby","Pass (Live)","West Brom","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26"
"29","Jayson Molumby","West Brom","0.03","0.00","Off Target","16","Right Foot","","Michael Johnston","Shot","","","West Brom","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26"
"34","Karlan Grant","West Brom","0.05","0.16","Goal","17","Right Foot","","Alex Mowatt","Pass (Live)","Aune Heggebø","Pass (Live)","West Brom","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26"
"36","Isaac Price","West Brom","0.14","0.00","Blocked","16","Right Foot","","George Campbell","Pass (Live)","George Campbell","Take-On","West Brom","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26"
"40","George Campbell","West Brom","0.11","0.00","Off Target","5","Right Foot","Volley","Alex Mowatt","Pass (Live)","Karlan Grant","Pass (Live)","West Brom","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26"
