"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"2","Sonny Carey","Charlton Ath","0.05","0.35","Saved","13","Right Foot","Deflected","Miles Leaburn","Pass (Live)","Miles Leaburn","Take-On","Championship","2025-2026","Saturday November 22, 2025, 12:30 (venue time)","Charlton Athletic","Southampton","https://fbref.com/en/matches/1d077c9a/Charlton-Athletic-Southampton-November-22-2025-Championship","16"
"5","Caspar Jander","Southampton","0.13","0.00","Off Target","9","Right Foot","","Caspar Jander","Take-On","Finn Azaz","Pass (Live)","Championship","2025-2026","Saturday November 22, 2025, 12:30 (venue time)","Charlton Athletic","Southampton","https://fbref.com/en/matches/1d077c9a/Charlton-Athletic-Southampton-November-22-2025-Championship","16"
"6","Adam Armstrong","Southampton","0.13","0.00","Off Target","10","Head","","Finn Azaz","Pass (Live)","Cameron Bragg","Pass (Live)","Championship","2025-2026","Saturday November 22, 2025, 12:30 (venue time)","Charlton Athletic","Southampton","https://fbref.com/en/matches/1d077c9a/Charlton-Athletic-Southampton-November-22-2025-Championship","16"
"10","Adam Armstrong","Southampton","0.03","0.00","Off Target","24","Right Foot","","Cameron Bragg","Pass (Live)","","","Championship","2025-2026","Saturday November 22, 2025, 12:30 (venue time)","Charlton Athletic","Southampton","https://fbref.com/en/matches/1d077c9a/Charlton-Athletic-Southampton-November-22-2025-Championship","16"
"11","Finn Azaz","Southampton","0.26","0.74","Saved","6","Left Foot","","Adam Armstrong","Pass (Live)","Taylor Harwood-Bellis","Pass (Live)","Championship","2025-2026","Saturday November 22, 2025, 12:30 (venue time)","Charlton Athletic","Southampton","https://fbref.com/en/matches/1d077c9a/Charlton-Athletic-Southampton-November-22-2025-Championship","16"
"12","Ryan Manning","Southampton","0.03","0.00","Off Target","23","Left Foot","","Cameron Bragg","Pass (Live)","Finn Azaz","Pass (Live)","Championship","2025-2026","Saturday November 22, 2025, 12:30 (venue time)","Charlton Athletic","Southampton","https://fbref.com/en/matches/1d077c9a/Charlton-Athletic-Southampton-November-22-2025-Championship","16"
"14","Ryan Manning","Southampton","0.55","0.99","Goal","4","Head","","Tom Fellows","Pass (Live)","Adam Armstrong","Pass (Live)","Championship","2025-2026","Saturday November 22, 2025, 12:30 (venue time)","Charlton Athletic","Southampton","https://fbref.com/en/matches/1d077c9a/Charlton-Athletic-Southampton-November-22-2025-Championship","16"
"16","Adam Armstrong","Southampton","0.34","0.00","Blocked","13","Right Foot","","Léo Scienza","Pass (Live)","","","Championship","2025-2026","Saturday November 22, 2025, 12:30 (venue time)","Charlton Athletic","Southampton","https://fbref.com/en/matches/1d077c9a/Charlton-Athletic-Southampton-November-22-2025-Championship","16"
"16","Adam Armstrong","Southampton","0.34","0.16","Goal","12","Left Foot","","Adam Armstrong","Shot","","","Championship","2025-2026","Saturday November 22, 2025, 12:30 (venue time)","Charlton Athletic","Southampton","https://fbref.com/en/matches/1d077c9a/Charlton-Athletic-Southampton-November-22-2025-Championship","16"
"20","Caspar Jander","Southampton","0.48","0.80","Goal","18","Right Foot","","Adam Armstrong","Pass (Live)","Taylor Harwood-Bellis","Pass (Live)","Championship","2025-2026","Saturday November 22, 2025, 12:30 (venue time)","Charlton Athletic","Southampton","https://fbref.com/en/matches/1d077c9a/Charlton-Athletic-Southampton-November-22-2025-Championship","16"
