"league","season","match_date","gameweek","home_team","away_team","team","player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","match_url","venue"
"Bundesliga","2025-2026","Saturday November 1, 2025, 15:30 (venue time) 14:30 (local time)","9","Heidenheim","Eintracht Frankfurt","Heidenheim","Budu Zivzivadze","11","ge GEO","FW","31-236","69","1","0","0","0","2","2","0","0","30","0","0","1","0.6","0.6","0.1","2","0","14","18","77.8","3","10","1","2","1","/en/players/e3a72b89/Budu-Zivzivadze","https://fbref.com/en/matches/334ac0b2/Heidenheim-Eintracht-Frankfurt-November-1-2025-Bundesliga","Voith-Arena"
"Bundesliga","2025-2026","Saturday November 1, 2025, 15:30 (venue time) 14:30 (local time)","9","Heidenheim","Eintracht Frankfurt","Heidenheim","Niklas Dorsch","30","de GER","CM,FW","27-290","21","0","0","0","0","0","0","0","0","7","0","0","0","0.0","0.0","0.0","0","0","3","4","75.0","1","2","0","0","0","/en/players/7f73bdf4/Niklas-Dorsch","https://fbref.com/en/matches/334ac0b2/Heidenheim-Eintracht-Frankfurt-November-1-2025-Bundesliga","Voith-Arena"
"Bundesliga","2025-2026","Saturday November 1, 2025, 15:30 (venue time) 14:30 (local time)","9","Heidenheim","Eintracht Frankfurt","Heidenheim","Stefan Schimmer","9","de GER","FW","31-187","69","0","0","0","0","2","0","0","0","21","1","0","0","0.1","0.1","0.0","2","0","9","10","90.0","4","8","1","1","0","/en/players/395bbb60/Stefan-Schimmer","https://fbref.com/en/matches/334ac0b2/Heidenheim-Eintracht-Frankfurt-November-1-2025-Bundesliga","Voith-Arena"
"Bundesliga","2025-2026","Saturday November 1, 2025, 15:30 (venue time) 14:30 (local time)","9","Heidenheim","Eintracht Frankfurt","Heidenheim","Marvin Pieringer","18","de GER","FW","26-028","21","0","0","0","0","1","0","0","0","14","0","0","0","0.1","0.1","0.0","0","0","4","8","50.0","0","4","0","1","0","/en/players/11407d95/Marvin-Pieringer","https://fbref.com/en/matches/334ac0b2/Heidenheim-Eintracht-Frankfurt-November-1-2025-Bundesliga","Voith-Arena"
"Bundesliga","2025-2026","Saturday November 1, 2025, 15:30 (venue time) 14:30 (local time)","9","Heidenheim","Eintracht Frankfurt","Heidenheim","Mathias Honsak","17","at AUT","LM","28-316","62","0","0","0","0","2","0","0","0","25","3","2","1","0.1","0.1","0.0","1","1","6","10","60.0","1","7","1","1","0","/en/players/3dbdbb6a/Mathias-Honsak","https://fbref.com/en/matches/334ac0b2/Heidenheim-Eintracht-Frankfurt-November-1-2025-Bundesliga","Voith-Arena"
"Bundesliga","2025-2026","Saturday November 1, 2025, 15:30 (venue time) 14:30 (local time)","9","Heidenheim","Eintracht Frankfurt","Heidenheim","Omar Traoré","23","de GER","RM,RB","27-270","28","0","0","0","0","0","0","0","0","9","0","0","1","0.0","0.0","0.1","1","0","4","6","66.7","3","6","0","1","1","/en/players/f44e8a73/Omar-Traore","https://fbref.com/en/matches/334ac0b2/Heidenheim-Eintracht-Frankfurt-November-1-2025-Bundesliga","Voith-Arena"
"Bundesliga","2025-2026","Saturday November 1, 2025, 15:30 (venue time) 14:30 (local time)","9","Heidenheim","Eintracht Frankfurt","Heidenheim","Jan Schöppner","3","de GER","CM","26-142","90","0","0","0","0","0","0","0","0","32","0","1","1","0.0","0.0","0.0","0","0","11","21","52.4","2","7","1","0","0","/en/players/932bfcac/Jan-Schoppner","https://fbref.com/en/matches/334ac0b2/Heidenheim-Eintracht-Frankfurt-November-1-2025-Bundesliga","Voith-Arena"
"Bundesliga","2025-2026","Saturday November 1, 2025, 15:30 (venue time) 14:30 (local time)","9","Heidenheim","Eintracht Frankfurt","Heidenheim","Julian Niehues","16","de GER","CM","24-198","69","0","0","0","0","1","1","0","0","32","0","2","0","0.0","0.0","0.0","2","0","19","26","73.1","3","13","0","1","0","/en/players/5bc27912/Julian-Niehues","https://fbref.com/en/matches/334ac0b2/Heidenheim-Eintracht-Frankfurt-November-1-2025-Bundesliga","Voith-Arena"
"Bundesliga","2025-2026","Saturday November 1, 2025, 15:30 (venue time) 14:30 (local time)","9","Heidenheim","Eintracht Frankfurt","Heidenheim","Adrian Beck","21","de GER","FW,RM,CM","28-145","21","0","0","0","0","0","0","0","0","11","0","1","0","0.0","0.0","0.0","0","0","5","8","62.5","0","9","0","0","0","/en/players/616c09f5/Adrian-Beck","https://fbref.com/en/matches/334ac0b2/Heidenheim-Eintracht-Frankfurt-November-1-2025-Bundesliga","Voith-Arena"
"Bundesliga","2025-2026","Saturday November 1, 2025, 15:30 (venue time) 14:30 (local time)","9","Heidenheim","Eintracht Frankfurt","Heidenheim","Arijon Ibrahimović","22","de GER","RM,LM","19-325","90","0","1","0","0","1","1","0","0","58","1","1","2","0.0","0.0","0.6","4","1","22","43","51.2","5","28","6","4","1","/en/players/f5c4fd91/Arijon-Ibrahimovic","https://fbref.com/en/matches/334ac0b2/Heidenheim-Eintracht-Frankfurt-November-1-2025-Bundesliga","Voith-Arena"
