"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Francesco Camarda","22","it ITA","FW","17-232","69","0","0","0","1","0","0","0","0","13","1","0","1","0.8","0.0","0.0","0","0","5","9","55.6","1","6","0","0","0","/en/players/1956a64b/Francesco-Camarda","Lecce","1","1","6","6","2","12","","0","","16","10","0","0","1","2","11","2","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9","Stadio Comunale Ettore Giardiniero"
"Nikola Štulić","9","rs SRB","FW","24-050","21","0","0","0","0","0","0","0","0","10","0","0","0","0.0","0.0","0.0","1","0","4","7","57.1","1","4","0","1","0","/en/players/557ada13/Nikola-Stulic","Lecce","0","2","5","3","1","10","0.0","1","100.0","18","1","0","0","0","1","5","1","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9","Stadio Comunale Ettore Giardiniero"
"Lameck Banda","19","zm ZAM","LW","24-272","64","0","0","0","0","0","0","0","0","18","2","1","0","0.0","0.0","0.0","0","0","12","13","92.3","0","11","0","0","0","/en/players/8a6de8c7/Lameck-Banda","Lecce","0","4","8","6","0","18","","0","","63","12","0","0","1","2","13","2","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9","Stadio Comunale Ettore Giardiniero"
"Konan N'dri","11","ci CIV","RW","25-001","26","0","0","0","0","0","0","1","0","10","1","0","0","0.0","0.0","0.0","0","0","6","8","75.0","2","8","1","0","0","/en/players/17329380/Konan-Ndri","Lecce","0","0","5","5","0","10","","0","","50","32","2","0","1","1","9","2","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9","Stadio Comunale Ettore Giardiniero"
"Santiago Pierotti","50","ar ARG","RW","24-208","45","0","0","0","0","0","0","0","0","21","0","0","1","0.0","0.0","0.1","1","0","8","11","72.7","0","14","2","1","0","/en/players/ec315772/Santiago-Pierotti","Lecce","0","3","11","7","1","21","0.0","0","0.0","78","33","0","1","2","4","15","2","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9","Stadio Comunale Ettore Giardiniero"
"Tete Morente","7","es ESP","LW,RW","28-328","45","0","0","0","0","0","0","0","0","33","0","0","2","0.0","0.0","0.0","0","0","19","25","76.0","4","21","1","4","1","/en/players/004d185e/Tete-Morente","Lecce","1","5","14","15","3","33","25.0","3","75.0","84","23","2","0","0","1","23","7","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9","Stadio Comunale Ettore Giardiniero"
"Medon Berisha","10","al ALB","LM","22-007","76","0","0","0","0","3","0","0","0","36","2","0","1","0.2","0.2","0.2","5","0","20","26","76.9","2","17","1","1","1","/en/players/9d376bef/Medon-Berisha","Lecce","1","4","16","16","2","36","100.0","0","0.0","64","41","1","1","1","0","19","3","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9","Stadio Comunale Ettore Giardiniero"
"Balthazar Pierret","75","fr FRA","LM","25-166","14","0","0","0","0","0","0","0","0","13","2","0","0","0.0","0.0","0.0","0","0","7","9","77.8","0","6","1","0","0","/en/players/c269463b/Balthazar-Pierret","Lecce","2","5","8","1","0","13","","0","","29","8","1","0","0","0","7","0","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9","Stadio Comunale Ettore Giardiniero"
"Ylber Ramadani","20","al ALB","CM","29-199","90","0","0","0","0","0","0","1","0","70","3","2","4","0.0","0.0","0.0","0","0","50","56","89.3","6","31","0","1","0","/en/players/ef3c876b/Ylber-Ramadani","Lecce","3","11","53","6","0","70","0.0","1","100.0","87","14","1","0","1","1","43","2","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9","Stadio Comunale Ettore Giardiniero"
"Lassana Coulibaly","29","ml MLI","RM","29-201","76","0","0","0","0","1","1","0","0","27","1","1","0","0.0","0.0","0.0","1","0","22","23","95.7","2","11","0","0","0","/en/players/85a44ecc/Lassana-Coulibaly","Lecce","1","5","18","4","1","27","","0","","49","16","0","0","0","1","19","0","Serie-A","2025-2026","Tuesday October 28, 2025, 18:30 (venue time) 17:30 (local time)","Lecce","Napoli","https://fbref.com/en/matches/03883326/Lecce-Napoli-October-28-2025-Serie-A","9","Stadio Comunale Ettore Giardiniero"
