"player","shirtnumber","nationality","position","age","minutes","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons","take_ons_won","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries","carries_distance","carries_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","team","league","season","match_date","home_team","away_team","match_url","gameweek"
"Alexander Nübel","33","de GER","GK","29-026","90","42","31","42","0","0","0","42","0","0","","0","","26","183","89","0","0","0","0","0","19","0","Stuttgart","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Benedict Hollerbach","17","de GER","FW","24-162","66","18","1","3","5","11","3","18","2","1","50.0","1","50.0","10","123","61","2","3","2","2","3","10","4","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Armindo Sieb","11","de GER","FW","22-251","24","9","0","0","1","8","2","9","1","1","100.0","0","0.0","3","23","4","0","0","0","0","2","4","0","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Lee Jae-sung","7","kr KOR","AM","33-077","86","22","1","5","13","5","2","22","0","0","","0","","8","25","13","0","1","0","2","0","10","1","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Arnaud Nordin","9","fr FRA","AM","27-131","4","3","0","0","0","3","1","3","0","0","","0","","1","5","2","0","0","0","0","0","1","1","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Paul Nebel","8","de GER","AM","23-016","90","47","0","5","23","20","1","47","3","2","66.7","1","33.3","23","90","21","0","0","0","3","1","30","8","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Kaishu Sano","6","jp JPN","CM","24-300","90","41","2","9","28","4","2","41","0","0","","0","","25","91","49","2","0","0","1","1","24","1","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Nadiem Amiri","10","de GER","CM","28-364","90","74","5","22","41","15","2","73","2","1","50.0","1","50.0","46","207","70","1","0","0","2","3","43","1","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Silvan Widmer","30","ch SUI","WB","32-235","80","29","2","7","11","11","1","29","0","0","","0","","13","45","6","0","0","0","1","0","14","1","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Nikolas Veratschnig","22","at AUT","WB","22-275","10","9","0","2","3","4","1","9","0","0","","0","","3","3","2","0","0","0","0","0","4","0","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Phillipp Mwene","2","at AUT","WB","31-270","90","38","2","13","14","11","2","38","3","2","66.7","1","33.3","17","43","21","0","0","0","1","0","15","6","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Dominik Kohr","31","de GER","CB","31-268","66","36","6","24","12","0","0","36","0","0","","0","","24","56","19","0","0","0","0","0","22","0","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Andreas Hanche-Olsen","25","no NOR","CB","28-282","24","19","2","7","10","2","1","19","0","0","","0","","8","14","6","0","0","0","0","0","9","0","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Stefan Bell","16","de GER","CB","34-063","86","36","8","24","10","2","1","36","0","0","","0","","16","47","22","0","0","0","1","0","14","0","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Nelson Weiper","44","de GER","CB","20-223","4","3","0","0","2","1","0","3","0","0","","0","","2","14","2","1","0","0","0","0","2","1","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Danny da Costa","21","de GER","CB","32-105","90","41","6","15","17","9","4","41","1","0","0.0","1","100.0","24","77","19","0","0","0","0","0","22","1","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Robin Zentner","27","de GER","GK","30-363","90","47","33","46","1","0","0","47","0","0","","0","","31","134","70","0","0","0","0","0","22","0","Mainz 05","Bundesliga","2025-2026","Sunday October 26, 2025, 17:30 (venue time) 16:30 (local time)","Stuttgart","Mainz 05","https://fbref.com/en/matches/b3cf49e5/Stuttgart-Mainz-05-October-26-2025-Bundesliga","8"
"Mert Kömür","36","de GER","FW","20-106","62","20","0","2","13","5","1","20","1","0","0.0","1","100.0","6","31","17","1","1","0","3","1","13","3","Augsburg","Bundesliga","2025-2026","Friday October 31, 2025, 20:30 (venue time) 19:30 (local time)","Augsburg","Dortmund","https://fbref.com/en/matches/598fe99f/Augsburg-Dortmund-October-31-2025-Bundesliga","9"
"Elias Saad","26","tn TUN","FW,CM","25-308","28","19","0","1","7","12","3","19","1","0","0.0","1","100.0","7","44","4","0","1","0","1","3","12","3","Augsburg","Bundesliga","2025-2026","Friday October 31, 2025, 20:30 (venue time) 19:30 (local time)","Augsburg","Dortmund","https://fbref.com/en/matches/598fe99f/Augsburg-Dortmund-October-31-2025-Bundesliga","9"
"Alexis Claude-Maurice","20","fr FRA","LM","27-147","81","41","0","2","27","12","0","41","3","0","0.0","3","100.0","19","93","24","2","1","0","6","2","33","5","Augsburg","Bundesliga","2025-2026","Friday October 31, 2025, 20:30 (venue time) 19:30 (local time)","Augsburg","Dortmund","https://fbref.com/en/matches/598fe99f/Augsburg-Dortmund-October-31-2025-Bundesliga","9"
"Samuel Essende","9","cd COD","FW","27-281","9","4","1","1","1","2","0","4","0","0","","0","","2","1","0","0","0","0","1","0","3","1","Augsburg","Bundesliga","2025-2026","Friday October 31, 2025, 20:30 (venue time) 19:30 (local time)","Augsburg","Dortmund","https://fbref.com/en/matches/598fe99f/Augsburg-Dortmund-October-31-2025-Bundesliga","9"
"Han-Noah Massengo","4","fr FRA","CM","24-116","62","36","0","9","17","10","0","36","1","0","0.0","1","100.0","15","74","17","1","1","0","1","0","26","0","Augsburg","Bundesliga","2025-2026","Friday October 31, 2025, 20:30 (venue time) 19:30 (local time)","Augsburg","Dortmund","https://fbref.com/en/matches/598fe99f/Augsburg-Dortmund-October-31-2025-Bundesliga","9"
"Anton Kade","30","de GER","RB","21-287","28","16","0","5","3","8","3","16","0","0","","0","","3","18","0","0","0","0","1","0","5","2","Augsburg","Bundesliga","2025-2026","Friday October 31, 2025, 20:30 (venue time) 19:30 (local time)","Augsburg","Dortmund","https://fbref.com/en/matches/598fe99f/Augsburg-Dortmund-October-31-2025-Bundesliga","9"
