"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"4","Pere Milla","Espanyol","0.02","0.00","Blocked","27","Left Foot","","Carlos Romero","Pass (Live)","Urko González","Pass (Live)","Espanyol","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7"
"5","Roberto Férnandez","Espanyol","0.07","0.00","Off Target","10","Head","","Tyrhys Dolan","Pass (Live)","","","Espanyol","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7"
"7","Pere Milla","Espanyol","0.13","0.00","Off Target","8","Head","","Omar El Hilali","Pass (Live)","Tyrhys Dolan","Pass (Live)","Espanyol","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7"
"7","Carlos Romero","Espanyol","0.03","0.00","Blocked","13","Right Foot","","","","","","Espanyol","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7"
"8","Azzedine Ounahi","Girona","0.03","0.00","Off Target","19","Right Foot","","Azzedine Ounahi","Take-On","Álex Moreno","Pass (Live)","Girona","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7"
"10","Azzedine Ounahi","Girona","0.06","0.00","Blocked","23","Right Foot","","Iván Martín","Pass (Live)","Alejandro Francés","Pass (Live)","Girona","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7"
"12","Iván Martín","Girona","0.02","0.10","Saved","26","Left Foot","","Álex Moreno","Pass (Live)","Álex Moreno","Take-On","Girona","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7"
"13","Roberto Férnandez","Espanyol","0.10","0.72","Saved","14","Right Foot","Volley","Tyrhys Dolan","Pass (Live)","Javi Puado","Pass (Live)","Espanyol","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7"
"15","Portu","Girona","0.04","0.00","Blocked","12","Right Foot","","Portu","Pass (Live)","Azzedine Ounahi","Pass (Live)","Girona","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7"
"16","Tyrhys Dolan","Espanyol","0.03","0.03","Saved","20","Right Foot","","Roberto Férnandez","Pass (Live)","Pere Milla","Take-On","Espanyol","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7"
"24","Clemens Riedel","Espanyol","0.02","0.03","Saved","34","Right Foot","","Pol Lozano","Pass (Live)","Omar El Hilali","Pass (Live)","Espanyol","La-Liga","2025-2026","Friday September 26, 2025, 21:00 (venue time) 20:00 (local time)","Girona","Espanyol","https://fbref.com/en/matches/c3953d4e/Girona-Espanyol-September-26-2025-La-Liga","7"
