"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"6","Roberto Férnandez","Espanyol","0.03","0.00","Blocked","16","Right Foot","","Javi Puado","Pass (Dead)","","","Espanyol","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4"
"6","Omar El Hilali","Espanyol","0.01","0.00","Off Target","33","Right Foot","Volley","Roberto Férnandez","Shot","","","Espanyol","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4"
"8","Pere Milla","Espanyol","0.09","0.00","Off Target","10","Head","","Javi Puado","Pass (Live)","Carlos Romero","Pass (Live)","Espanyol","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4"
"13","Mateu Morey","Mallorca","0.04","0.00","Blocked","20","Left Foot","Volley","Martin Valjent","Pass (Live)","Mateu Morey","Pass (Live)","Mallorca","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4"
"17","Vedat Muriqi","Mallorca","0.09","0.00","Blocked","12","Left Foot","","Johan Mojica","Pass (Live)","Pablo Torre","Pass (Live)","Mallorca","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4"
"18","Vedat Muriqi","Mallorca","0.02","0.02","Saved","11","Head","","Mateu Morey","Pass (Live)","Pablo Torre","Pass (Dead)","Mallorca","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4"
"21","Pere Milla","Espanyol","0.27","0.57","Goal","6","Left Foot","","Carlos Romero","Pass (Live)","Javi Puado","Pass (Live)","Espanyol","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4"
"29","Pere Milla","Espanyol","0.02","0.00","Off Target","32","Left Foot","","Pere Milla","Take-On","Fernando Calero","Pass (Live)","Espanyol","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4"
"33","Mateu Morey","Mallorca","0.09","0.00","Off Target","19","Right Foot","","Manu Morlanes","Pass (Live)","Mateu Morey","Pass (Live)","Mallorca","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4"
"34","Roberto Férnandez","Espanyol","0.71","0.99","Goal","4","Right Foot","Volley","Tyrhys Dolan","Pass (Live)","Pere Milla","Pass (Live)","Espanyol","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4"
"37","Vedat Muriqi","Mallorca","0.02","0.02","Saved","31","Left Foot","","Pablo Torre","Pass (Live)","Antonio Raillo","Pass (Live)","Mallorca","La-Liga","2025-2026","Monday September 15, 2025, 21:00 (venue time) 20:00 (local time)","Espanyol","Mallorca","https://fbref.com/en/matches/d0c88999/Espanyol-Mallorca-September-15-2025-La-Liga","4"
