"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Robert Lewandowski","9","pl POL","FW","37-103","66","0","0","0","1","3","1","0","0","24","0","0","3","1.2","0.4","0.0","2","0","10","16","62.5","0","11","0","1","1","/en/players/8d78e732/Robert-Lewandowski","Barcelona","1","2","6","17","4","23","100.0","0","0.0","42","7","0","0","0","2","14","4","La-Liga","2025-2026","Tuesday December 2, 2025, 21:00 (venue time) 20:00 (local time)","Barcelona","Atlético Madrid","https://fbref.com/en/matches/d2ff2a0d/Barcelona-Atletico-Madrid-December-2-2025-La-Liga","19","Spotify Camp Nou"
"Ferrán Torres","7","es ESP","FW,AM","25-276","24","1","0","0","0","1","1","0","0","10","0","0","0","0.4","0.4","0.0","0","0","4","6","66.7","0","5","0","0","0","/en/players/9e1035f8/Ferran-Torres","Barcelona","0","0","4","6","1","10","","0","","4","4","0","0","1","0","7","1","La-Liga","2025-2026","Tuesday December 2, 2025, 21:00 (venue time) 20:00 (local time)","Barcelona","Atlético Madrid","https://fbref.com/en/matches/d2ff2a0d/Barcelona-Atletico-Madrid-December-2-2025-La-Liga","19","Spotify Camp Nou"
"Raphinha","11","br BRA","LW","28-353","73","1","0","0","0","4","1","0","0","37","1","0","1","1.1","1.1","0.1","4","1","19","27","70.4","3","20","4","2","2","/en/players/3423f250/Raphinha","Barcelona","0","0","14","23","8","37","100.0","0","0.0","133","78","0","4","1","1","28","11","La-Liga","2025-2026","Tuesday December 2, 2025, 21:00 (venue time) 20:00 (local time)","Barcelona","Atlético Madrid","https://fbref.com/en/matches/d2ff2a0d/Barcelona-Atletico-Madrid-December-2-2025-La-Liga","19","Spotify Camp Nou"
"Pedro Fernandez","27","es ESP","LW,RW","17-324","17","0","0","0","0","0","0","0","0","8","0","0","0","0.0","0.0","0.0","0","0","6","7","85.7","3","2","0","1","0","/en/players/5eeaca99/Pedro-Fernandez","Barcelona","0","1","4","3","1","8","0.0","0","0.0","10","0","0","0","0","0","4","1","La-Liga","2025-2026","Tuesday December 2, 2025, 21:00 (venue time) 20:00 (local time)","Barcelona","Atlético Madrid","https://fbref.com/en/matches/d2ff2a0d/Barcelona-Atletico-Madrid-December-2-2025-La-Liga","19","Spotify Camp Nou"
"Lamine Yamal","10","es ESP","RW","18-142","87","0","0","0","0","3","0","0","0","76","1","0","0","0.1","0.1","0.6","4","0","39","58","67.2","4","40","8","16","9","/en/players/82ec26c1/Lamine-Yamal","Barcelona","0","3","36","40","6","76","56.3","7","43.8","349","195","6","4","4","0","55","9","La-Liga","2025-2026","Tuesday December 2, 2025, 21:00 (venue time) 20:00 (local time)","Barcelona","Atlético Madrid","https://fbref.com/en/matches/d2ff2a0d/Barcelona-Atletico-Madrid-December-2-2025-La-Liga","19","Spotify Camp Nou"
"Andreas Christensen","15","dk DEN","DM","29-236","3","0","0","0","0","0","0","0","0","1","0","0","1","0.0","0.0","0.0","0","0","0","0","","0","0","0","0","0","/en/players/1cb49278/Andreas-Christensen","Barcelona","0","1","0","0","0","1","","0","","0","0","0","0","0","0","0","0","La-Liga","2025-2026","Tuesday December 2, 2025, 21:00 (venue time) 20:00 (local time)","Barcelona","Atlético Madrid","https://fbref.com/en/matches/d2ff2a0d/Barcelona-Atletico-Madrid-December-2-2025-La-Liga","19","Spotify Camp Nou"
"Dani Olmo","20","es ESP","AM","27-209","65","1","0","0","0","2","1","0","0","48","1","0","1","0.5","0.5","0.1","5","1","29","36","80.6","5","20","4","2","0","/en/players/ae44e8e2/Dani-Olmo","Barcelona","2","9","17","22","5","48","0.0","1","50.0","94","57","0","3","1","1","34","7","La-Liga","2025-2026","Tuesday December 2, 2025, 21:00 (venue time) 20:00 (local time)","Barcelona","Atlético Madrid","https://fbref.com/en/matches/d2ff2a0d/Barcelona-Atletico-Madrid-December-2-2025-La-Liga","19","Spotify Camp Nou"
"Marcus Rashford","14","eng ENG","AM,LW,FW","28-032","25","0","0","0","0","2","1","0","0","14","1","0","0","0.1","0.1","0.0","2","1","6","10","60.0","1","5","1","0","0","/en/players/a1d5bd30/Marcus-Rashford","Barcelona","1","3","3","8","1","14","","0","","44","17","1","0","0","0","8","1","La-Liga","2025-2026","Tuesday December 2, 2025, 21:00 (venue time) 20:00 (local time)","Barcelona","Atlético Madrid","https://fbref.com/en/matches/d2ff2a0d/Barcelona-Atletico-Madrid-December-2-2025-La-Liga","19","Spotify Camp Nou"
"Pedri","8","es ESP","DM","23-007","73","0","1","0","0","0","0","0","0","68","3","1","0","0.0","0.0","0.8","5","2","60","64","93.8","7","42","4","3","3","/en/players/0d9b2d31/Pedri","Barcelona","0","7","52","12","1","68","100.0","0","0.0","299","132","3","0","0","0","54","1","La-Liga","2025-2026","Tuesday December 2, 2025, 21:00 (venue time) 20:00 (local time)","Barcelona","Atlético Madrid","https://fbref.com/en/matches/d2ff2a0d/Barcelona-Atletico-Madrid-December-2-2025-La-Liga","19","Spotify Camp Nou"
"Marc Casado","17","es ESP","DM,AM","22-079","17","0","0","0","0","0","0","0","0","11","1","0","1","0.0","0.0","0.0","2","0","8","8","100.0","0","5","0","0","0","/en/players/2ef08833/Marc-Casado","Barcelona","0","5","3","3","0","11","","0","","12","6","0","0","1","0","8","0","La-Liga","2025-2026","Tuesday December 2, 2025, 21:00 (venue time) 20:00 (local time)","Barcelona","Atlético Madrid","https://fbref.com/en/matches/d2ff2a0d/Barcelona-Atletico-Madrid-December-2-2025-La-Liga","19","Spotify Camp Nou"
