"player","shirtnumber","nationality","position","age","minutes","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons","take_ons_won","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries","carries_distance","carries_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","team","league","season","match_date","home_team","away_team","match_url","gameweek"
"Nicolás Capaldo","24","ar ARG","CB","28-041","87","67","2","19","45","3","0","67","0","0","","0","","43","176","113","2","1","0","1","0","48","2","Hamburger SV","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Guilherme Ramos","13","pt POR","CB","28-075","3","3","0","0","2","1","1","3","0","0","","0","","0","0","0","0","0","0","0","0","0","0","Hamburger SV","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Daniel Heuer Fernandes","1","pt POR","GK","32-346","90","62","25","59","3","0","0","62","0","0","","0","","48","230","122","0","0","0","0","0","49","0","Hamburger SV","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Jonas Wind","23","dk DEN","FW","26-260","66","20","0","1","11","8","4","20","1","1","100.0","0","0.0","13","36","11","0","1","0","1","2","18","1","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Andreas Skov Olsen","7","dk DEN","RW","25-300","24","14","2","4","7","3","0","14","1","0","0.0","1","100.0","6","23","19","1","0","0","0","0","8","0","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Mohamed Amoura","9","dz ALG","LW","25-169","55","25","0","4","15","6","1","25","1","0","0.0","1","100.0","11","73","14","0","1","0","2","0","12","3","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Patrick Wimmer","39","at AUT","FW,LW","24-148","35","9","0","2","5","3","1","9","3","2","66.7","1","33.3","7","73","24","1","1","1","0","0","5","2","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Adam Daghim","11","dk DEN","RW,LW","20-027","90","35","0","4","16","15","3","35","3","1","33.3","2","66.7","16","78","55","4","2","2","3","1","21","11","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Christian Eriksen","24","dk DEN","AM","33-253","66","33","1","4","20","9","3","33","0","0","","0","","18","65","15","0","0","0","0","1","24","3","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Mattias Svanberg","32","se SWE","AM","26-293","24","11","0","2","9","0","0","11","0","0","","0","","6","8","6","0","0","0","1","0","6","1","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Vinicius Souza","5","br BRA","DM","26-130","55","27","5","9","17","1","0","27","1","0","0.0","1","100.0","10","77","49","1","0","0","0","1","14","1","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Bence Dárdai","8","hu HUN","DM","19-274","35","14","3","6","7","1","0","14","0","0","","0","","3","17","16","1","0","0","1","0","2","0","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Maximilian Arnold","27","de GER","DM","31-151","90","58","7","24","30","4","0","58","0","0","","0","","28","112","48","0","0","0","0","1","38","1","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Aaron Zehnter","25","de GER","LB","20-359","90","41","3","16","23","3","1","41","1","1","100.0","0","0.0","18","62","26","0","1","0","0","0","20","0","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Konstantinos Koulierakis","4","gr GRE","CB","21-331","90","49","11","27","22","0","0","49","0","0","","0","","19","81","19","0","0","0","1","0","24","0","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Jenson Seelt","14","nl NED","CB","22-155","90","57","19","25","33","0","0","57","1","0","0.0","1","100.0","22","116","58","1","0","0","0","0","27","0","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Sael Kumbedi","26","fr FRA","RB","20-213","84","35","6","10","20","5","0","35","0","0","","0","","12","49","27","0","1","0","1","0","17","2","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Joakim Mæhle","21","dk DEN","RB","28-158","6","6","2","3","3","0","0","6","0","0","","0","","3","9","6","0","0","0","0","0","3","0","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Kamil Grabara","1","pl POL","GK","26-290","90","55","48","55","0","0","0","55","0","0","","0","","21","113","68","0","0","0","0","0","19","0","Wolfsburg","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hamburger SV","Wolfsburg","https://fbref.com/en/matches/e3020e39/Hamburger-SV-Wolfsburg-October-25-2025-Bundesliga","8"
"Jonathan Burkardt","9","de GER","FW","25-106","77","22","0","0","12","10","5","22","1","0","0.0","1","100.0","13","36","16","1","0","0","1","0","15","5","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Elye Wahi","17","fr FRA","FW","22-296","13","6","0","2","1","3","0","6","0","0","","0","","3","8","2","0","0","0","1","0","2","0","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Ansgar Knauff","7","de GER","FW","23-288","70","24","0","2","9","13","3","24","1","0","0.0","1","100.0","16","78","33","3","0","2","3","4","22","10","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Jean Mattéo Bahoya","19","fr FRA","FW","20-171","20","6","1","2","4","0","0","6","0","0","","0","","2","6","0","0","0","0","2","0","2","1","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Nathaniel Brown","21","de GER","LW","22-131","90","46","1","14","25","9","3","46","3","3","100.0","0","0.0","31","171","95","2","2","2","3","2","35","3","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Ritsu Doan","20","jp JPN","RW","27-131","85","42","1","9","17","16","3","42","2","2","100.0","0","0.0","21","72","34","0","1","0","2","3","29","7","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Nnamdi Collins","34","de GER","RW","21-288","5","8","1","4","3","1","1","8","3","2","66.7","1","33.3","3","37","13","0","0","1","1","0","3","0","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Can Uzun","42","tr TUR","CM","19-348","70","43","0","3","30","11","5","43","0","0","","0","","28","181","48","2","0","2","1","1","35","5","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Mario Götze","27","de GER","CM","33-144","20","10","0","5","5","0","0","10","0","0","","0","","5","5","0","0","0","0","0","0","6","1","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Fares Chaïbi","8","dz ALG","CM","22-331","85","57","1","10","32","15","0","57","0","0","","0","","34","104","42","1","1","0","0","1","39","5","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Hugo Larsson","16","se SWE","CM","21-120","5","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Ellyes Skhiri","15","tn TUN","DM","30-168","90","64","2","18","44","2","0","64","1","0","0.0","0","0.0","32","106","51","0","0","0","0","1","44","0","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Arthur Theate","3","be BEL","CB","25-153","90","93","17","46","47","1","0","93","1","0","0.0","1","100.0","63","187","95","0","0","0","1","0","65","0","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Robin Koch","4","de GER","CB","29-100","90","118","4","46","73","0","0","118","0","0","","0","","94","331","186","1","0","0","2","0","99","0","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Rasmus Kristensen","13","dk DEN","CB","28-106","90","110","3","28","79","5","0","110","2","1","50.0","0","0.0","80","301","188","1","0","0","0","1","81","1","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Michael Zetterer","23","de GER","GK","30-105","90","47","35","46","1","0","0","47","0","0","","0","","35","238","136","0","0","0","0","0","22","0","Eintracht Frankfurt","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Martijn Kaars","19","nl NED","FW","26-234","69","18","0","1","9","8","1","18","0","0","","0","","10","55","14","1","0","0","0","2","13","3","St. Pauli","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Abdoulie Ceesay","9","gm GAM","FW","21-293","21","6","0","0","2","4","1","6","0","0","","0","","2","3","0","0","0","0","1","0","4","3","St. Pauli","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Mathias Pereira Lage","28","pt POR","AM","28-329","59","22","0","1","13","9","1","22","0","0","","0","","9","25","12","1","0","1","2","1","14","2","St. Pauli","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Oladapo Afolayan","17","eng ENG","AM,LW","27-255","31","31","0","0","7","24","2","31","6","1","16.7","4","66.7","23","174","60","2","1","1","0","3","31","6","St. Pauli","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Andreas Hountondji","27","bj BEN","AM","23-106","60","15","1","2","5","9","3","15","5","2","40.0","3","60.0","8","87","38","3","3","2","0","0","12","7","St. Pauli","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Connor Metcalfe","24","au AUS","AM,RW","25-354","30","19","1","1","4","14","2","19","0","0","","0","","11","87","60","2","2","0","0","0","16","6","St. Pauli","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Joel Fujita","16","jp JPN","CM,DM","23-251","90","58","0","6","33","19","0","58","2","1","50.0","0","0.0","26","113","53","0","0","0","1","2","39","2","St. Pauli","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Danel Sinani","10","lu LUX","CM,AM","28-203","90","77","2","15","44","20","1","77","3","2","66.7","1","33.3","37","174","103","2","2","0","1","0","55","3","St. Pauli","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Louis Oppie","23","de GER","WB,LB","23-161","90","65","2","18","27","20","0","65","1","1","100.0","0","0.0","27","109","41","1","0","0","1","0","39","4","St. Pauli","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Manolis Saliakas","2","gr GRE","WB,RB","29-043","90","80","5","20","32","28","1","80","0","0","","0","","44","245","137","4","0","0","1","0","59","7","St. Pauli","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Karol Mets","3","ee EST","CB","32-162","85","76","8","44","26","6","0","76","0","0","","0","","40","213","121","0","1","0","1","0","45","0","St. Pauli","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Jackson Irvine","7","au AUS","DM","32-232","5","5","0","0","3","2","0","5","0","0","","0","","1","3","1","0","0","0","0","0","5","1","St. Pauli","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Eric Smith","8","se SWE","CB","28-290","90","73","4","26","41","7","0","73","0","0","","0","","37","148","61","0","0","0","0","0","47","2","St. Pauli","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Hauke Wahl","5","de GER","CB","31-193","90","64","2","24","36","4","0","64","0","0","","0","","34","226","158","1","3","0","0","0","49","0","St. Pauli","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Nikola Vasilj","22","ba BIH","GK","29-327","90","46","26","46","0","0","0","46","0","0","","0","","32","147","85","0","0","0","0","0","31","0","St. Pauli","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Eintracht Frankfurt","St. Pauli","https://fbref.com/en/matches/0c04c6a6/Eintracht-Frankfurt-St-Pauli-October-25-2025-Bundesliga","8"
"Fisnik Asllani","11","xk KVX","FW","23-078","75","27","0","2","14","11","3","27","3","1","33.3","1","33.3","19","77","52","1","1","0","2","0","18","3","Hoffenheim","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hoffenheim","Heidenheim","https://fbref.com/en/matches/482ddc24/Hoffenheim-Heidenheim-October-25-2025-Bundesliga","8"
"Muhammed Damar","10","de GER","RM,FW","21-199","15","15","0","1","3","11","2","15","1","0","0.0","1","100.0","7","21","9","1","0","1","3","1","9","0","Hoffenheim","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hoffenheim","Heidenheim","https://fbref.com/en/matches/482ddc24/Hoffenheim-Heidenheim-October-25-2025-Bundesliga","8"
"Tim Lemperle","19","de GER","FW","23-262","75","28","1","1","12","15","7","28","4","1","25.0","3","75.0","16","105","67","3","1","0","3","2","21","6","Hoffenheim","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hoffenheim","Heidenheim","https://fbref.com/en/matches/482ddc24/Hoffenheim-Heidenheim-October-25-2025-Bundesliga","8"
"Max Moerstedt","33","de GER","FW","19-283","15","6","0","1","1","4","0","6","0","0","","0","","2","20","7","0","0","0","1","1","5","1","Hoffenheim","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hoffenheim","Heidenheim","https://fbref.com/en/matches/482ddc24/Hoffenheim-Heidenheim-October-25-2025-Bundesliga","8"
"Bazoumana Touré","29","ci CIV","LM","19-237","66","29","0","2","16","13","2","29","3","1","33.3","2","66.7","17","92","32","0","0","0","2","0","19","3","Hoffenheim","Bundesliga","2025-2026","Saturday October 25, 2025, 15:30 (venue time) 14:30 (local time)","Hoffenheim","Heidenheim","https://fbref.com/en/matches/482ddc24/Hoffenheim-Heidenheim-October-25-2025-Bundesliga","8"
