"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Jordan Ayew","9","gh GHA","FW","34-116","79","1","0","0","0","1","1","0","0","30","0","0","0","0.2","0.2","0.0","1","0","15","19","78.9","2","11","0","0","0","/en/players/da052c14/Jordan-Ayew","Leicester City","4","6","12","12","1","30","","0","","47","7","0","0","2","2","22","6","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26","King Power Stadium"
"Patson Daka","20","zm ZAM","FW","27-088","11","0","0","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.0","0","0","1","3","33.3","0","2","0","0","0","/en/players/ca45605e/Patson-Daka","Leicester City","1","2","1","1","1","4","","0","","9","0","0","0","0","0","2","1","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26","King Power Stadium"
"Jeremy Monga","28","eng ENG","LW","16-179","69","0","0","0","0","1","0","0","0","22","0","0","1","0.0","0.0","0.0","1","0","5","8","62.5","1","14","4","7","3","/en/players/4c168d3a/Jeremy-Monga","Leicester City","1","2","5","16","3","22","42.9","4","57.1","137","85","2","3","3","1","17","6","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26","King Power Stadium"
"Stephy Mavididi","10","eng ENG","LW","27-219","21","0","1","0","0","0","0","0","0","15","1","0","1","0.0","0.0","0.1","2","1","5","8","62.5","0","6","0","1","1","/en/players/30144daa/Stephy-Mavididi","Leicester City","2","4","3","9","1","15","100.0","0","0.0","40","16","1","0","0","1","7","4","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26","King Power Stadium"
"Abdul Fatawu Issahaku","7","gh GHA","RW","21-303","90","1","0","0","0","2","1","0","0","47","0","0","2","0.1","0.1","0.1","2","0","26","36","72.2","3","20","1","4","1","/en/players/bceda5ff/Abdul-Fatawu-Issahaku","Leicester City","1","4","18","25","3","47","25.0","3","75.0","130","38","1","1","1","1","36","7","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26","King Power Stadium"
"Bobby De Cordova-Reid","14","jm JAM","AM","32-337","69","0","0","0","0","0","0","0","0","36","1","0","1","0.0","0.0","0.0","1","1","25","32","78.1","3","12","1","0","0","/en/players/0f7533cd/Bobby-De-Cordova-Reid","Leicester City","1","4","21","11","2","36","","0","","68","26","0","0","2","1","23","2","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26","King Power Stadium"
"Louis Page","25","eng ENG","AM","17-073","21","0","0","0","0","1","1","0","0","11","0","0","0","0.3","0.3","0.0","1","1","9","9","100.0","1","7","0","1","0","/en/players/431f4bf3/Louis-Page","Leicester City","0","2","6","3","1","11","0.0","1","100.0","25","13","0","0","0","0","7","0","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26","King Power Stadium"
"Oliver Skipp","22","eng ENG","DM","25-111","90","0","0","0","0","0","0","0","0","65","1","1","2","0.0","0.0","0.0","0","0","53","57","93.0","2","28","2","0","0","/en/players/6250083a/Oliver-Skipp","Leicester City","5","20","39","7","1","65","","0","","201","118","1","0","0","0","45","1","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26","King Power Stadium"
"Jordan James","6","wls WAL","DM","21-187","90","0","1","0","0","3","0","0","0","68","2","0","0","0.1","0.1","0.2","4","1","41","54","75.9","4","25","3","1","0","/en/players/f719ad7f/Jordan-James","Leicester City","5","14","21","33","4","68","0.0","1","100.0","168","116","4","0","4","1","46","10","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26","King Power Stadium"
"Hamza Choudhury","17","bd BAN","LB","28-096","90","0","0","0","0","1","0","1","0","72","2","2","3","0.0","0.0","0.1","4","0","44","50","88.0","7","24","0","2","1","/en/players/7d2d3329/Hamza-Choudhury","Leicester City","7","20","31","21","0","72","50.0","1","50.0","88","32","0","0","2","3","35","1","Championship","2025-2026","Monday January 5, 2026, 20:00 (venue time)","Leicester City","West Bromwich Albion","https://fbref.com/en/matches/1e56835b/Leicester-City-West-Bromwich-Albion-January-5-2026-Championship","26","King Power Stadium"
