"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"5","Federico Bonazzoli","Cremonese","0.02","0.00","Off Target","48","Left Foot","","","","","","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16"
"6","Federico Bonazzoli","Cremonese","0.02","0.00","Off Target","28","Left Foot","","","","","","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16"
"31","Mattéo Guendouzi","Lazio","0.01","0.00","Off Target","29","Right Foot","","Pedro","Fouled","Danilo Cataldi","Pass (Live)","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16"
"32","Pedro","Lazio","0.02","0.00","Blocked","26","Left Foot","","Mattéo Guendouzi","Fouled","Mattéo Guendouzi","Interception","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16"
"50","Valentín Castellanos","Lazio","0.02","0.02","Saved","13","Head","","Danilo Cataldi","Pass (Dead)","Luca Pellegrini","Pass (Live)","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16"
"52","Jamie Vardy","Cremonese","0.45","0.00","Off Target","6","Head","","Federico Bonazzoli","Pass (Live)","Tommaso Barbieri","Pass (Live)","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16"
"60","Warren Bondo","Cremonese","0.02","0.00","Blocked","25","Right Foot","","Filippo Terracciano","Pass (Live)","Alberto Grassi","Pass (Live)","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16"
"66","Tijjani Noslin","Lazio","0.05","0.00","Off Target","16","Right Foot","","Mattéo Guendouzi","Pass (Live)","Adam Marušić","Pass (Live)","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16"
"70","Tijjani Noslin","Lazio","0.05","0.00","Off Target","12","Head","","Adam Marušić","Pass (Live)","Mattéo Guendouzi","Pass (Live)","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16"
"70","Danilo Cataldi","Lazio","0.10","0.00","Off Target","15","Left Foot","","Tijjani Noslin","Shot","","","Serie-A","2025-2026","Saturday December 20, 2025, 18:00 (venue time) 17:00 (local time)","Lazio","Cremonese","https://fbref.com/en/matches/92579125/Lazio-Cremonese-December-20-2025-Serie-A","16"
