"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"5","Arnaud Nordin","Mainz 05","0.03","0.00","Blocked","17","Right Foot","","Anthony Caci","Pass (Live)","Danny da Costa","Pass (Live)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"9","Aaron Zehnter","Wolfsburg","0.06","0.20","Goal","20","Left Foot","Deflected","Lovro Majer","Pass (Live)","Andreas Skov Olsen","Pass (Live)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"12","Kaishu Sano","Mainz 05","0.04","0.00","Off Target","26","Right Foot","","Nelson Weiper","Pass (Live)","Anthony Caci","Pass (Live)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"20","Lee Jae-sung","Mainz 05","0.13","0.00","Off Target","5","Left Foot","","Anthony Caci","Pass (Live)","Arnaud Nordin","Pass (Live)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"21","Lovro Majer","Wolfsburg","0.04","0.00","Off Target","19","Right Foot","","","","","","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"25","Nadiem Amiri","Mainz 05","0.02","0.00","Blocked","26","Right Foot","","Kaishu Sano","Pass (Live)","","","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"25","Dominik Kohr","Mainz 05","0.02","0.02","Saved","10","Head","","Nadiem Amiri","Pass (Dead)","Nadiem Amiri","Shot","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"27","Dženan Pejčinović","Wolfsburg","0.03","0.00","Off Target","13","Left Foot","","Dženan Pejčinović","Take-On","Aaron Zehnter","Pass (Live)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"28","Aaron Zehnter","Wolfsburg","0.02","0.00","Off Target","25","Left Foot","","Konstantinos Koulierakis","Pass (Live)","Moritz Jenz","Pass (Live)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"32","Arnaud Nordin","Mainz 05","0.08","0.00","Off Target","16","Left Foot","","Nadiem Amiri","Pass (Live)","","","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"45+1","Anthony Caci","Mainz 05","0.06","0.00","Off Target","17","Right Foot","Volley","Kaishu Sano","Pass (Live)","Nadiem Amiri","Pass (Live)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"45+4","Dženan Pejčinović","Wolfsburg","0.03","0.00","Blocked","11","Left Foot","","Lovro Majer","Pass (Live)","Aaron Zehnter","Pass (Dead)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"47","Lee Jae-sung","Mainz 05","0.05","0.00","Blocked","6","Head","","Nadiem Amiri","Pass (Dead)","Anthony Caci","Pass (Live)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"50","Václav Černý","Wolfsburg","0.03","0.00","Blocked","12","Right Foot","","Lovro Majer","Pass (Live)","Kilian Fischer","Pass (Live)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"51","Konstantinos Koulierakis","Wolfsburg","0.11","0.00","Off Target","6","Head","","Maximilian Arnold","Pass (Dead)","Václav Černý","Shot","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"66","Patrick Wimmer","Wolfsburg","0.13","0.00","Off Target","15","Left Foot","","Lovro Majer","Pass (Live)","","","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"66","Konstantinos Koulierakis","Wolfsburg","0.03","0.02","Saved","30","Left Foot","","Maximilian Arnold","Pass (Live)","Kilian Fischer","Pass (Live)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"67","Lee Jae-sung","Mainz 05","0.10","0.00","Blocked","10","Head","","Phillipp Mwene","Pass (Live)","Anthony Caci","Pass (Live)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"68","Andreas Hanche-Olsen","Mainz 05","0.04","0.00","Blocked","9","Right Foot","Volley","Nadiem Amiri","Pass (Dead)","Lee Jae-sung","Shot","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"68","Anthony Caci","Mainz 05","0.06","0.00","Off Target","11","Right Foot","Volley","Andreas Hanche-Olsen","Shot","","","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"70","Nadiem Amiri","Mainz 05","0.02","0.00","Blocked","29","Right Foot","","Nadiem Amiri","Take-On","Armindo Sieb","Pass (Live)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"74","Konstantinos Koulierakis","Wolfsburg","0.03","0.00","Blocked","27","Left Foot","","Maximilian Arnold","Pass (Live)","Kilian Fischer","Pass (Dead)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"76","Mattias Svanberg","Wolfsburg","0.08","0.13","Saved","25","Right Foot","","Mohamed Amoura","Pass (Live)","Patrick Wimmer","Pass (Live)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
"79","Dominik Kohr","Mainz 05","0.10","0.00","Woodwork","9","Head","","Nadiem Amiri","Pass (Live)","Nikolas Veratschnig","Pass (Live)","Bundesliga","2025-2026","Sunday August 31, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Mainz 05","https://fbref.com/en/matches/e8d01789/Wolfsburg-Mainz-05-August-31-2025-Bundesliga","2"
