"player","shirtnumber","nationality","position","age","minutes","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons","take_ons_won","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries","carries_distance","carries_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","team","league","season","match_date","home_team","away_team","match_url","gameweek"
"Kevin Kampl","44","si SVN","AM","34-339","1","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0","RB Leipzig","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Mainz 05","RB Leipzig","https://fbref.com/en/matches/f99e3c2d/Mainz-05-RB-Leipzig-September-13-2025-Bundesliga","3"
"Xaver Schlager","24","at AUT","DM","27-350","31","24","3","11","11","2","0","24","1","1","100.0","0","0.0","9","59","28","0","0","0","1","0","11","0","RB Leipzig","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Mainz 05","RB Leipzig","https://fbref.com/en/matches/f99e3c2d/Mainz-05-RB-Leipzig-September-13-2025-Bundesliga","3"
"Ezechiel Banzuzi","6","nl NED","DM","20-209","59","43","10","23","16","4","0","43","0","0","","0","","14","58","9","0","0","0","0","0","22","1","RB Leipzig","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Mainz 05","RB Leipzig","https://fbref.com/en/matches/f99e3c2d/Mainz-05-RB-Leipzig-September-13-2025-Bundesliga","3"
"Nicolas Seiwald","13","at AUT","DM","24-132","90","39","5","21","13","5","1","39","1","1","100.0","0","0.0","19","81","14","0","0","0","1","0","15","0","RB Leipzig","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Mainz 05","RB Leipzig","https://fbref.com/en/matches/f99e3c2d/Mainz-05-RB-Leipzig-September-13-2025-Bundesliga","3"
"David Raum","22","de GER","LB","27-144","90","68","3","36","20","14","0","68","0","0","","0","","28","81","49","0","1","0","1","0","28","1","RB Leipzig","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Mainz 05","RB Leipzig","https://fbref.com/en/matches/f99e3c2d/Mainz-05-RB-Leipzig-September-13-2025-Bundesliga","3"
"Castello Lukeba","23","fr FRA","CB","22-270","90","56","10","41","13","2","1","56","1","1","100.0","0","0.0","19","61","18","0","0","0","2","1","19","0","RB Leipzig","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Mainz 05","RB Leipzig","https://fbref.com/en/matches/f99e3c2d/Mainz-05-RB-Leipzig-September-13-2025-Bundesliga","3"
"Willi Orban","4","hu HUN","CB","32-314","90","59","15","43","16","0","0","59","1","1","100.0","0","0.0","16","44","5","0","0","0","0","0","16","0","RB Leipzig","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Mainz 05","RB Leipzig","https://fbref.com/en/matches/f99e3c2d/Mainz-05-RB-Leipzig-September-13-2025-Bundesliga","3"
"Ridle Baku","17","de GER","RB","27-158","90","70","4","28","32","11","1","70","1","1","100.0","0","0.0","33","115","54","0","1","0","1","0","34","4","RB Leipzig","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Mainz 05","RB Leipzig","https://fbref.com/en/matches/f99e3c2d/Mainz-05-RB-Leipzig-September-13-2025-Bundesliga","3"
"Péter Gulácsi","1","hu HUN","GK","35-130","90","39","31","37","2","0","0","39","0","0","","0","","20","117","44","0","0","0","0","0","17","0","RB Leipzig","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Mainz 05","RB Leipzig","https://fbref.com/en/matches/f99e3c2d/Mainz-05-RB-Leipzig-September-13-2025-Bundesliga","3"
"Mohamed Amoura","9","dz ALG","FW","25-127","69","33","0","3","10","21","6","33","0","0","","0","","16","94","25","1","1","0","2","1","20","3","Wolfsburg","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Köln","https://fbref.com/en/matches/a7819671/Wolfsburg-Koln-September-13-2025-Bundesliga","3"
"Dženan Pejčinović","17","de GER","FW","20-210","21","7","0","0","4","3","1","7","0","0","","0","","4","18","14","1","0","1","0","0","5","1","Wolfsburg","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Köln","https://fbref.com/en/matches/a7819671/Wolfsburg-Koln-September-13-2025-Bundesliga","3"
"Patrick Wimmer","39","at AUT","LW,FW","24-106","88","34","1","6","11","20","0","34","4","4","100.0","0","0.0","20","100","54","1","0","0","1","0","22","5","Wolfsburg","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Köln","https://fbref.com/en/matches/a7819671/Wolfsburg-Koln-September-13-2025-Bundesliga","3"
"Adam Daghim","11","dk DEN","RM","19-350","2","8","0","2","3","3","1","8","1","0","0.0","1","100.0","7","38","18","1","0","1","0","1","8","1","Wolfsburg","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Köln","https://fbref.com/en/matches/a7819671/Wolfsburg-Koln-September-13-2025-Bundesliga","3"
"Andreas Skov Olsen","7","dk DEN","RW,CM","25-258","88","37","2","5","14","18","3","37","0","0","","0","","23","129","56","2","0","1","0","0","32","8","Wolfsburg","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Köln","https://fbref.com/en/matches/a7819671/Wolfsburg-Koln-September-13-2025-Bundesliga","3"
"Jesper Lindstrøm","19","dk DEN","LM","25-196","2","6","0","1","3","3","0","6","1","1","100.0","0","0.0","5","51","41","2","1","0","0","2","6","2","Wolfsburg","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Köln","https://fbref.com/en/matches/a7819671/Wolfsburg-Koln-September-13-2025-Bundesliga","3"
"Lovro Majer","10","hr CRO","AM","27-239","84","35","0","6","18","12","1","35","1","1","100.0","0","0.0","28","178","67","1","1","1","0","2","30","3","Wolfsburg","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Köln","https://fbref.com/en/matches/a7819671/Wolfsburg-Koln-September-13-2025-Bundesliga","3"
"Jenson Seelt","14","nl NED","CB","22-113","6","7","1","5","1","1","0","7","0","0","","0","","4","21","8","0","0","0","0","0","4","0","Wolfsburg","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Köln","https://fbref.com/en/matches/a7819671/Wolfsburg-Koln-September-13-2025-Bundesliga","3"
"Vinicius Souza","5","br BRA","DM,CM","26-088","90","50","7","15","22","13","1","50","0","0","","0","","20","81","28","0","1","0","1","0","25","1","Wolfsburg","Bundesliga","2025-2026","Saturday September 13, 2025, 15:30 (venue time) 14:30 (local time)","Wolfsburg","Köln","https://fbref.com/en/matches/a7819671/Wolfsburg-Koln-September-13-2025-Bundesliga","3"
