"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Noah Okafor","19","ch SUI","FW,LM","25-225","74","0","0","0","0","1","1","0","0","21","0","1","0","0.1","0.1","0.0","1","0","7","11","63.6","2","17","3","4","1","/en/players/ca607d59/Noah-Okafor","Leeds United","0","1","11","10","3","21","25.0","3","75.0","137","86","2","1","2","2","21","7","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20","Elland Road"
"Lukas Nmecha","14","de GER","LM","27-021","16","0","0","0","0","0","0","0","0","11","0","0","1","0.0","0.0","0.0","1","0","4","8","50.0","0","5","0","2","1","/en/players/0cc5f4a5/Lukas-Nmecha","Leeds United","0","0","2","9","2","11","50.0","0","0.0","28","14","0","0","1","0","9","5","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20","Elland Road"
"Dominic Calvert-Lewin","9","eng ENG","FW","28-294","90","0","0","0","0","3","0","0","0","29","0","0","1","0.3","0.3","0.0","0","0","9","17","52.9","2","14","1","0","0","/en/players/59e6e5bf/Dominic-Calvert-Lewin","Leeds United","1","5","10","14","4","29","","0","","64","15","0","0","1","2","21","3","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20","Elland Road"
"Ilia Gruev","44","bg BUL","CM","25-243","79","0","0","0","0","0","0","0","0","56","2","0","4","0.0","0.0","0.0","1","0","43","51","84.3","4","15","0","0","0","/en/players/1fc4f3d1/Ilia-Gruev","Leeds United","0","12","38","6","0","56","","0","","61","17","0","0","0","0","27","1","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20","Elland Road"
"Ao Tanaka","22","jp JPN","DM","27-116","11","0","0","0","0","0","0","0","0","10","1","0","0","0.0","0.0","0.0","0","0","7","9","77.8","2","4","0","0","0","/en/players/1d36d6b6/Ao-Tanaka","Leeds United","0","2","8","0","0","10","","0","","27","15","0","0","0","0","6","0","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20","Elland Road"
"Anton Stach","18","de GER","CM","27-050","90","0","0","0","0","1","0","0","0","71","5","1","1","0.0","0.0","0.3","6","0","40","58","69.0","10","15","2","1","0","/en/players/0f59a7bf/Anton-Stach","Leeds United","1","9","37","25","0","71","0.0","1","100.0","112","48","1","0","0","2","26","5","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20","Elland Road"
"Brenden Aaronson","11","us USA","CM,RM","25-074","86","1","0","0","0","2","1","0","0","47","0","1","0","0.3","0.3","0.1","2","0","26","34","76.5","4","27","2","3","0","/en/players/5bc43860/Brenden-Aaronson","Leeds United","0","5","24","20","3","47","0.0","3","100.0","200","78","3","1","3","3","37","6","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20","Elland Road"
"Joël Piroe","10","nl NED","CM","26-155","4","0","0","0","0","2","0","0","0","6","0","0","0","0.1","0.1","0.0","0","0","3","3","100.0","2","2","0","2","1","/en/players/1f0072a6/Joel-Piroe","Leeds United","0","0","1","5","2","6","50.0","1","50.0","12","5","0","0","0","1","6","2","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20","Elland Road"
"Gabriel Gudmundsson","3","se SWE","LB,WB","26-250","90","0","0","0","0","1","1","0","0","61","2","1","1","0.0","0.0","0.0","2","0","30","53","56.6","4","16","0","2","1","/en/players/d5d22a58/Gabriel-Gudmundsson","Leeds United","1","13","32","16","1","61","50.0","1","50.0","72","14","0","0","1","1","30","1","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20","Elland Road"
"James Justin","24","eng ENG","RB,WB","27-315","90","0","0","0","0","1","0","0","0","63","2","4","0","0.0","0.0","0.0","0","0","31","46","67.4","2","23","0","2","0","/en/players/fb614c44/James-Justin","Leeds United","1","14","33","16","3","63","0.0","2","100.0","111","20","1","1","1","1","34","6","Premier-League","2025-2026","Sunday January 4, 2026, 12:30 (venue time)","Leeds United","Manchester United","https://fbref.com/en/matches/7ecdefc0/Leeds-United-Manchester-United-January-4-2026-Premier-League","20","Elland Road"
