"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Hugo Ekitike","22","fr FRA","FW","23-195","90","0","0","0","0","4","1","0","0","27","0","0","0","1.0","1.0","0.2","3","0","12","17","70.6","0","12","1","6","4","/en/players/5b92d896/Hugo-Ekitike","Liverpool","1","1","1","25","6","27","66.7","2","33.3","72","41","0","1","1","3","18","5","Premier-League","2025-2026","Thursday January 1, 2026, 17:30 (venue time)","Liverpool","Leeds United","https://fbref.com/en/matches/148c23a6/Liverpool-Leeds-United-January-1-2026-Premier-League","19","Anfield"
"Florian Wirtz","7","de GER","LW","22-243","65","0","0","0","0","4","1","0","0","62","3","0","1","0.7","0.7","0.1","3","0","37","47","78.7","1","30","2","1","0","/en/players/e7fcf289/Florian-Wirtz","Liverpool","0","4","23","35","5","62","0.0","1","100.0","160","56","1","1","2","1","49","16","Premier-League","2025-2026","Thursday January 1, 2026, 17:30 (venue time)","Liverpool","Leeds United","https://fbref.com/en/matches/148c23a6/Liverpool-Leeds-United-January-1-2026-Premier-League","19","Anfield"
"Cody Gakpo","18","nl NED","LW","26-239","25","0","0","0","0","1","0","0","0","15","0","0","0","0.0","0.0","0.0","1","0","11","13","84.6","1","10","2","0","0","/en/players/1971591f/Cody-Gakpo","Liverpool","0","0","2","13","1","15","","0","","82","44","1","1","0","0","11","4","Premier-League","2025-2026","Thursday January 1, 2026, 17:30 (venue time)","Liverpool","Leeds United","https://fbref.com/en/matches/148c23a6/Liverpool-Leeds-United-January-1-2026-Premier-League","19","Anfield"
"Jeremie Frimpong","30","nl NED","RW,RB","25-022","83","0","0","0","0","1","0","0","0","47","0","1","2","0.0","0.0","0.8","2","0","28","37","75.7","4","23","6","5","3","/en/players/74f2e748/Jeremie-Frimpong","Liverpool","1","5","11","32","4","47","60.0","2","40.0","178","97","1","2","2","1","36","10","Premier-League","2025-2026","Thursday January 1, 2026, 17:30 (venue time)","Liverpool","Leeds United","https://fbref.com/en/matches/148c23a6/Liverpool-Leeds-United-January-1-2026-Premier-League","19","Anfield"
"Rio Ngumoha","73","eng ENG","RB","17-125","7","0","0","0","0","0","0","0","0","14","0","0","0","0.0","0.0","0.1","2","0","12","14","85.7","1","11","1","2","1","/en/players/022eca88/Rio-Ngumoha","Liverpool","0","2","1","11","1","14","50.0","0","0.0","77","41","0","0","0","0","13","6","Premier-League","2025-2026","Thursday January 1, 2026, 17:30 (venue time)","Liverpool","Leeds United","https://fbref.com/en/matches/148c23a6/Liverpool-Leeds-United-January-1-2026-Premier-League","19","Anfield"
"Dominik Szoboszlai","8","hu HUN","AM","25-068","90","0","0","0","0","1","1","0","0","75","1","0","1","0.0","0.0","0.2","6","0","58","66","87.9","5","30","1","0","0","/en/players/934e1968/Dominik-Szoboszlai","Liverpool","1","8","35","33","1","75","","0","","145","73","2","0","2","1","51","3","Premier-League","2025-2026","Thursday January 1, 2026, 17:30 (venue time)","Liverpool","Leeds United","https://fbref.com/en/matches/148c23a6/Liverpool-Leeds-United-January-1-2026-Premier-League","19","Anfield"
"Curtis Jones","17","eng ENG","DM","24-336","65","0","0","0","0","1","1","0","0","62","1","1","0","0.0","0.0","0.2","2","0","54","59","91.5","5","43","5","0","0","/en/players/4fb9c88f/Curtis-Jones","Liverpool","0","7","36","19","2","62","","0","","299","127","3","1","0","1","56","4","Premier-League","2025-2026","Thursday January 1, 2026, 17:30 (venue time)","Liverpool","Leeds United","https://fbref.com/en/matches/148c23a6/Liverpool-Leeds-United-January-1-2026-Premier-League","19","Anfield"
"Alexis Mac Allister","10","ar ARG","DM","27-008","25","0","0","0","0","1","0","0","0","24","0","0","0","0.0","0.0","0.0","0","0","19","22","86.4","5","16","2","0","0","/en/players/83d074ff/Alexis-Mac-Allister","Liverpool","1","5","7","12","0","24","","0","","105","61","3","0","0","0","18","0","Premier-League","2025-2026","Thursday January 1, 2026, 17:30 (venue time)","Liverpool","Leeds United","https://fbref.com/en/matches/148c23a6/Liverpool-Leeds-United-January-1-2026-Premier-League","19","Anfield"
"Ryan Gravenberch","38","nl NED","DM","23-230","90","0","0","0","0","1","0","0","0","81","0","1","4","0.0","0.0","0.0","1","0","59","67","88.1","7","47","3","3","3","/en/players/b8e740fb/Ryan-Gravenberch","Liverpool","4","14","38","30","0","81","100.0","0","0.0","361","175","2","0","2","3","46","0","Premier-League","2025-2026","Thursday January 1, 2026, 17:30 (venue time)","Liverpool","Leeds United","https://fbref.com/en/matches/148c23a6/Liverpool-Leeds-United-January-1-2026-Premier-League","19","Anfield"
"Andrew Robertson","26","sct SCO","LB","31-296","65","0","0","0","0","0","0","0","0","67","1","0","2","0.0","0.0","0.0","3","0","53","62","85.5","9","32","2","0","0","/en/players/2e4f5f03/Andrew-Robertson","Liverpool","0","8","32","27","0","67","","0","","123","77","3","0","1","0","53","7","Premier-League","2025-2026","Thursday January 1, 2026, 17:30 (venue time)","Liverpool","Leeds United","https://fbref.com/en/matches/148c23a6/Liverpool-Leeds-United-January-1-2026-Premier-League","19","Anfield"
