"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Will Lankshear","27","eng ENG","FW","20-198","75","0","0","0","0","2","0","0","0","18","0","0","1","0.2","0.2","0.0","1","0","8","13","61.5","0","9","0","1","1","/en/players/92df535b/Will-Lankshear","Oxford United","0","2","10","6","3","18","100.0","0","0.0","29","8","0","0","0","4","13","1","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Mark Harris","9","wls WAL","FW","26-310","15","0","0","0","0","0","0","0","0","3","0","0","0","0.0","0.0","0.0","0","0","2","2","100.0","1","3","0","0","0","/en/players/fcc02804/Mark-Harris","Oxford United","0","0","0","3","2","3","","0","","3","3","0","0","1","0","3","1","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Przemysław Płacheta","7","pl POL","LW","27-226","52","0","0","0","0","1","0","0","0","29","0","1","1","0.1","0.1","0.2","2","0","17","25","68.0","0","21","2","0","0","/en/players/3c33f9d9/Przemyslaw-Placheta","Oxford United","1","4","15","11","2","29","","0","","65","33","1","1","0","1","22","5","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Siriki Dembélé","23","ci CIV","LW","29-058","38","0","0","0","0","1","0","0","0","16","1","1","1","0.0","0.0","0.0","2","0","3","8","37.5","0","12","1","3","2","/en/players/11f54bd5/Siriki-Dembele","Oxford United","0","2","8","7","0","16","66.7","0","0.0","58","32","0","0","1","1","10","3","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Stanley Mills","17","eng ENG","RW","22-010","80","0","0","0","0","3","1","0","0","31","0","0","2","0.3","0.3","0.0","3","0","9","20","45.0","1","16","2","2","1","/en/players/c0a454d5/Stanley-Mills","Oxford United","0","3","10","19","4","31","50.0","1","50.0","131","60","0","0","3","2","19","10","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Ole Romeny","11","id IDN","RW","25-137","10","0","0","0","0","0","0","0","0","3","0","0","0","0.0","0.0","0.0","0","0","1","2","50.0","0","2","0","0","0","/en/players/3e17193f/Ole-Romeny","Oxford United","0","0","1","2","0","3","","0","","1","0","0","0","0","0","2","0","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Brian De Keersmaecker","14","be BEL","AM","25-182","90","0","0","0","0","1","0","0","0","54","0","3","0","0.0","0.0","1.0","8","0","29","45","64.4","5","25","4","1","0","/en/players/40d2f0cb/Brian-De-Keersmaecker","Oxford United","1","5","20","30","0","54","0.0","1","100.0","113","54","2","1","2","0","24","5","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Cameron Brannagan","8","eng ENG","DM","29-179","90","0","0","0","0","2","0","0","0","57","2","1","0","0.1","0.1","0.0","5","0","37","52","71.2","10","37","1","1","1","/en/players/9220e731/Cameron-Brannagan","Oxford United","0","4","37","16","0","57","100.0","0","0.0","109","55","0","0","1","0","38","2","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Will Vaulks","4","wls WAL","DM","32-052","52","0","0","0","0","1","0","0","0","44","2","0","0","0.1","0.1","0.0","1","0","33","38","86.8","3","20","0","0","0","/en/players/7760b885/Will-Vaulks","Oxford United","3","8","32","4","0","44","","0","","36","18","0","0","0","0","20","0","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Nik Prelec","16","si SVN","DM","24-147","38","0","0","0","0","0","0","0","0","14","1","0","1","0.0","0.0","0.1","1","0","7","8","87.5","1","8","0","1","0","/en/players/3fecdc45/Nik-Prelec","Oxford United","0","0","4","10","4","14","0.0","0","0.0","26","7","0","0","0","0","8","2","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Greg Leigh","22","jm JAM","LB","31-035","80","0","0","0","0","4","0","0","0","53","4","1","1","1.0","1.0","0.0","1","0","21","40","52.5","4","25","1","0","0","/en/players/9684b64f/Greg-Leigh","Oxford United","4","9","30","14","5","53","","0","","87","42","0","0","0","0","32","2","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Louie Sibley","18","eng ENG","LB","24-064","10","0","0","0","0","0","0","0","0","5","0","0","0","0.0","0.0","0.0","0","0","4","4","100.0","0","4","0","0","0","/en/players/c03348f6/Louie-Sibley","Oxford United","0","1","1","3","0","5","","0","","8","2","0","0","1","1","6","1","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Ciaron Brown","3","nir NIR","CB","27-294","90","0","0","0","0","1","0","1","0","66","0","5","2","0.1","0.1","0.1","2","0","39","44","88.6","3","29","1","0","0","/en/players/57a2071c/Ciaron-Brown","Oxford United","11","34","27","6","4","66","","0","","100","41","0","0","2","1","29","0","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Michał Helik","6","pl POL","CB","30-056","90","0","0","0","0","0","0","0","0","49","1","1","2","0.0","0.0","0.0","1","0","25","40","62.5","1","26","1","1","0","/en/players/1d031d1f/Michal-Helik","Oxford United","7","30","16","4","3","49","0.0","1","100.0","75","39","0","0","1","0","23","1","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Sam Long","2","eng ENG","RB","30-292","90","0","0","0","0","0","0","0","0","47","3","3","0","0.0","0.0","0.0","1","0","29","37","78.4","5","17","0","0","0","/en/players/287fb669/Sam-Long","Oxford United","1","19","24","4","0","47","","0","","53","18","0","0","0","0","17","0","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Jamie Cumming","1","eng ENG","GK","26-061","90","0","0","0","0","0","0","0","0","31","0","0","0","0.0","0.0","0.0","0","0","23","29","79.3","0","18","0","0","0","/en/players/f745cf49/Jamie-Cumming","Oxford United","29","31","0","0","0","31","","0","","47","16","0","0","0","0","18","0","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Divin Mubama","9","eng ENG","FW","21-010","72","0","0","0","0","2","1","0","0","15","0","0","0","0.3","0.3","0.2","1","1","7","8","87.5","1","9","0","0","0","/en/players/92868cb5/Divin-Mubama","Stoke City","1","3","6","6","5","15","","0","","21","3","1","0","1","0","9","1","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Róbert Boženík","11","sk SVK","FW","25-351","18","0","0","0","0","0","0","0","0","11","0","0","1","0.0","0.0","0.0","0","0","3","5","60.0","1","3","1","1","0","/en/players/ba6cf633/Robert-Bozenik","Stoke City","3","6","3","2","0","11","0.0","1","100.0","23","15","0","0","0","0","3","0","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Sorba Thomas","7","wls WAL","LW","26-074","90","0","0","0","0","1","1","0","0","36","1","1","0","0.0","0.0","0.2","4","0","19","29","65.5","4","19","4","2","0","/en/players/8725a42e/Sorba-Thomas","Stoke City","1","3","15","21","1","36","0.0","2","100.0","136","98","5","0","0","1","21","8","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Million Manhoef","42","nl NED","RW","23-305","72","0","0","0","0","2","1","0","0","36","0","0","1","0.1","0.1","0.2","5","0","13","20","65.0","5","17","5","5","2","/en/players/3fa733bc/Million-Manhoef","Stoke City","2","6","16","14","5","36","40.0","3","60.0","126","82","1","3","4","3","20","4","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
"Lamine Cissé","29","fr FRA","RW","22-262","18","0","0","0","0","2","0","0","0","13","0","0","0","0.1","0.1","0.0","1","0","5","9","55.6","1","8","0","1","1","/en/players/d6883f53/Lamine-Cisse","Stoke City","1","1","4","8","1","13","100.0","0","0.0","23","12","1","0","0","1","10","5","Championship","2025-2026","Tuesday November 4, 2025, 19:45 (venue time)","Oxford United","Stoke City","https://fbref.com/en/matches/5985ae78/Oxford-United-Stoke-City-November-4-2025-Championship","14","The Kassam Stadium"
