"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"65","Dani Olmo","Barcelona","0.07","0.00","Off Target","15","Right Foot","","Jules Koundé","Pass (Live)","Lamine Yamal","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 16:15 (venue time) 15:15 (local time)","Barcelona","Athletic Club","https://fbref.com/en/matches/4dfa8af6/Barcelona-Athletic-Club-November-22-2025-La-Liga","13"
"65","Lamine Yamal","Barcelona","0.02","0.00","Blocked","29","Left Foot","","Marc Casado","Pass (Live)","Pedro Fernandez","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 16:15 (venue time) 15:15 (local time)","Barcelona","Athletic Club","https://fbref.com/en/matches/4dfa8af6/Barcelona-Athletic-Club-November-22-2025-La-Liga","13"
"71","Jules Koundé","Barcelona","0.07","0.00","Blocked","12","Left Foot","","Marc Casado","Pass (Live)","Lamine Yamal","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 16:15 (venue time) 15:15 (local time)","Barcelona","Athletic Club","https://fbref.com/en/matches/4dfa8af6/Barcelona-Athletic-Club-November-22-2025-La-Liga","13"
"72","Lamine Yamal","Barcelona","0.02","0.00","Blocked","19","Left Foot","","Ferrán Torres","Pass (Live)","Eric García","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 16:15 (venue time) 15:15 (local time)","Barcelona","Athletic Club","https://fbref.com/en/matches/4dfa8af6/Barcelona-Athletic-Club-November-22-2025-La-Liga","13"
"75","Yuri Berchiche","Athletic Club","0.05","0.00","Off Target","15","Left Foot","","Roberto Navarro","Pass (Live)","Unai Simón","Pass (Dead)","La-Liga","2025-2026","Saturday November 22, 2025, 16:15 (venue time) 15:15 (local time)","Barcelona","Athletic Club","https://fbref.com/en/matches/4dfa8af6/Barcelona-Athletic-Club-November-22-2025-La-Liga","13"
"80","Daniel Vivian","Athletic Club","0.06","0.10","Saved","11","Head","","Roberto Navarro","Pass (Dead)","Andoni Gorosabel","Fouled","La-Liga","2025-2026","Saturday November 22, 2025, 16:15 (venue time) 15:15 (local time)","Barcelona","Athletic Club","https://fbref.com/en/matches/4dfa8af6/Barcelona-Athletic-Club-November-22-2025-La-Liga","13"
"82","Raphinha","Barcelona","0.05","0.00","Off Target","27","Left Foot","","Ferrán Torres","Pass (Live)","Pedro Fernandez","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 16:15 (venue time) 15:15 (local time)","Barcelona","Athletic Club","https://fbref.com/en/matches/4dfa8af6/Barcelona-Athletic-Club-November-22-2025-La-Liga","13"
"84","Gorka Guruzeta","Athletic Club","0.04","0.00","Off Target","7","Head","","Roberto Navarro","Pass (Dead)","Gorka Guruzeta","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 16:15 (venue time) 15:15 (local time)","Barcelona","Athletic Club","https://fbref.com/en/matches/4dfa8af6/Barcelona-Athletic-Club-November-22-2025-La-Liga","13"
"84","Lamine Yamal","Barcelona","0.02","0.17","Saved","15","Left Foot","Deflected","Marc Casado","Pass (Live)","Marc Bernal","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 16:15 (venue time) 15:15 (local time)","Barcelona","Athletic Club","https://fbref.com/en/matches/4dfa8af6/Barcelona-Athletic-Club-November-22-2025-La-Liga","13"
"88","Lamine Yamal","Barcelona","0.03","0.00","Off Target","20","Left Foot","","Ferrán Torres","Pass (Live)","Lamine Yamal","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 16:15 (venue time) 15:15 (local time)","Barcelona","Athletic Club","https://fbref.com/en/matches/4dfa8af6/Barcelona-Athletic-Club-November-22-2025-La-Liga","13"
"90","Ferrán Torres","Barcelona","0.46","0.36","Goal","18","Right Foot","","Lamine Yamal","Pass (Live)","Lamine Yamal","Take-On","La-Liga","2025-2026","Saturday November 22, 2025, 16:15 (venue time) 15:15 (local time)","Barcelona","Athletic Club","https://fbref.com/en/matches/4dfa8af6/Barcelona-Athletic-Club-November-22-2025-La-Liga","13"
"5","Abel Bretones","Osasuna","0.02","0.00","Off Target","13","Head","","Aimar Oroz","Pass (Dead)","","","La-Liga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Osasuna","Real Sociedad","https://fbref.com/en/matches/5a54dd68/Osasuna-Real-Sociedad-November-22-2025-La-Liga","13"
"7","Carlos Soler","Real Sociedad","0.05","0.00","Blocked","27","Right Foot","","Mikel Oyarzabal","Pass (Live)","Brais Méndez","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Osasuna","Real Sociedad","https://fbref.com/en/matches/5a54dd68/Osasuna-Real-Sociedad-November-22-2025-La-Liga","13"
"7","Arsen Zakharyan","Real Sociedad","0.02","0.00","Off Target","24","Right Foot","Volley","Carlos Soler","Shot","","","La-Liga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Osasuna","Real Sociedad","https://fbref.com/en/matches/5a54dd68/Osasuna-Real-Sociedad-November-22-2025-La-Liga","13"
"17","Duje Ćaleta-Car","Real Sociedad","0.04","0.00","Off Target","10","Head","","Arsen Zakharyan","Pass (Dead)","Gonçalo Guedes","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Osasuna","Real Sociedad","https://fbref.com/en/matches/5a54dd68/Osasuna-Real-Sociedad-November-22-2025-La-Liga","13"
"19","Jon Aramburu","Real Sociedad","0.04","0.04","Saved","28","Right Foot","","Carlos Soler","Pass (Live)","Mikel Oyarzabal","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Osasuna","Real Sociedad","https://fbref.com/en/matches/5a54dd68/Osasuna-Real-Sociedad-November-22-2025-La-Liga","13"
"22","Raúl","Osasuna","0.07","0.00","Off Target","12","Head","","Aimar Oroz","Pass (Live)","Jon Moncayola","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Osasuna","Real Sociedad","https://fbref.com/en/matches/5a54dd68/Osasuna-Real-Sociedad-November-22-2025-La-Liga","13"
"23","Arsen Zakharyan","Real Sociedad","0.02","0.13","Saved","22","Right Foot","Deflected","Brais Méndez","Pass (Live)","Mikel Oyarzabal","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Osasuna","Real Sociedad","https://fbref.com/en/matches/5a54dd68/Osasuna-Real-Sociedad-November-22-2025-La-Liga","13"
"27","Moi Gómez","Osasuna","0.04","0.00","Off Target","25","Left Foot","","Jon Moncayola","Pass (Dead)","","","La-Liga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Osasuna","Real Sociedad","https://fbref.com/en/matches/5a54dd68/Osasuna-Real-Sociedad-November-22-2025-La-Liga","13"
"28","Gonçalo Guedes","Real Sociedad","0.07","0.00","Blocked","22","Right Foot","","Arsen Zakharyan","Pass (Live)","Brais Méndez","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Osasuna","Real Sociedad","https://fbref.com/en/matches/5a54dd68/Osasuna-Real-Sociedad-November-22-2025-La-Liga","13"
"35","Arsen Zakharyan","Real Sociedad","0.02","0.00","Blocked","29","Left Foot","","Gonçalo Guedes","Fouled","Carlos Soler","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Osasuna","Real Sociedad","https://fbref.com/en/matches/5a54dd68/Osasuna-Real-Sociedad-November-22-2025-La-Liga","13"
"40","Raúl","Osasuna","0.10","0.00","Off Target","12","Right Foot","Volley","Catena","Pass (Live)","","","La-Liga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Osasuna","Real Sociedad","https://fbref.com/en/matches/5a54dd68/Osasuna-Real-Sociedad-November-22-2025-La-Liga","13"
"42","Catena","Osasuna","0.21","0.63","Goal","9","Head","","Aimar Oroz","Pass (Dead)","Víctor Muñoz","Pass (Live)","La-Liga","2025-2026","Saturday November 22, 2025, 18:30 (venue time) 17:30 (local time)","Osasuna","Real Sociedad","https://fbref.com/en/matches/5a54dd68/Osasuna-Real-Sociedad-November-22-2025-La-Liga","13"
