"player","shirtnumber","nationality","position","age","minutes","touches","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons","take_ons_won","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries","carries_distance","carries_progressive_distance","progressive_carries","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","team","league","season","match_date","home_team","away_team","match_url","gameweek"
"Mathias Pereira Lage","28","pt POR","FW","28-288","87","42","0","1","17","24","9","42","3","1","33.3","2","66.7","21","109","54","3","0","2","4","1","28","11","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Oladapo Afolayan","17","eng ENG","FW","27-214","3","2","1","1","1","0","0","2","0","0","","0","","0","0","0","0","0","0","1","0","1","0","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Andreas Hountondji","27","bj BEN","FW","23-065","45","27","0","1","7","19","7","26","2","0","0.0","2","100.0","9","41","2","0","1","0","3","1","18","8","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Martijn Kaars","19","nl NED","FW","26-193","45","20","0","3","9","9","1","20","0","0","","0","","7","55","26","1","1","0","1","0","15","3","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Danel Sinani","10","lu LUX","AM","28-162","89","64","0","1","37","27","3","64","1","0","0.0","1","100.0","24","184","72","3","1","1","1","5","47","4","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Connor Metcalfe","24","au AUS","AM","25-313","1","1","0","0","1","0","0","1","0","0","","0","","1","0","0","0","0","0","0","0","0","0","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Joel Fujita","16","jp JPN","CM","23-210","90","74","3","14","42","19","2","74","1","0","0.0","1","100.0","33","137","57","2","1","0","3","1","49","2","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"James Sands","6","us USA","CM","25-070","90","53","0","10","26","17","2","53","1","0","0.0","1","100.0","16","52","25","1","0","0","1","0","33","1","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Louis Oppie","23","de GER","WB","23-120","90","52","1","10","22","21","1","52","0","0","","0","","23","77","49","2","1","0","2","0","27","6","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Arkadiusz Pyrka","11","pl POL","WB","22-359","45","33","0","2","14","17","3","33","2","1","50.0","1","50.0","12","49","29","1","0","1","1","0","22","6","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Manolis Saliakas","2","gr GRE","WB","29-002","45","26","1","10","8","8","1","26","0","0","","0","","8","38","24","1","0","0","0","0","16","1","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Adam Dźwigała","25","pl POL","CB","29-354","74","75","10","25","46","4","0","75","0","0","","0","","27","126","97","0","3","0","0","0","46","3","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Lars Ritzka","21","de GER","CB","27-130","16","11","2","6","4","1","0","11","0","0","","0","","5","17","14","0","0","0","0","0","6","0","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Eric Smith","8","se SWE","CB","28-249","90","84","3","30","53","1","0","84","0","0","","0","","41","211","118","1","1","0","1","0","58","0","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Hauke Wahl","5","de GER","CB","31-152","90","81","2","27","47","7","1","81","0","0","","0","","27","169","106","2","1","0","2","1","56","0","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Nikola Vasilj","22","ba BIH","GK","29-286","90","60","36","60","0","0","0","60","0","0","","0","","37","132","76","0","0","0","0","0","38","0","St. Pauli","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Mert Kömür","36","de GER","FW,WB","20-059","90","45","1","6","27","14","2","45","3","1","33.3","1","33.3","27","214","140","5","3","0","3","0","25","7","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Elias Saad","26","tn TUN","AM","25-261","68","31","0","6","14","14","2","31","7","3","42.9","4","57.1","19","225","115","3","2","0","6","1","22","6","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Alexis Claude-Maurice","20","fr FRA","CM,AM","27-100","22","11","0","1","9","1","0","11","0","0","","0","","9","68","12","0","1","0","0","1","8","3","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Fabian Rieder","32","ch SUI","AM","23-210","83","40","1","6","20","14","3","40","4","3","75.0","1","25.0","23","98","24","0","0","0","4","2","27","5","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Ismaël Gharbi","11","tn TUN","AM,CM","21-157","7","7","0","0","2","5","0","7","2","0","0.0","2","100.0","4","12","0","0","0","0","0","1","4","0","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Han-Noah Massengo","4","fr FRA","CM","24-069","83","40","1","15","21","4","1","40","1","1","100.0","0","0.0","23","74","40","2","0","0","2","0","27","0","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Aiman Dardari","28","lu LUX","CM,AM","20-177","7","3","0","1","1","1","0","3","0","0","","0","","3","12","9","0","0","0","0","0","2","1","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Kristijan Jakić","17","hr CRO","CM","28-123","44","19","2","8","11","0","0","19","0","0","","0","","11","24","9","0","0","0","1","1","10","0","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Robin Fellhauer","19","de GER","WB,AM","27-236","46","27","1","3","15","9","5","27","0","0","","0","","17","82","61","2","2","1","1","0","18","3","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Elvis Rexhbeçaj","8","xk KVX","WB,CM,CB","27-317","90","58","1","22","30","7","0","58","0","0","","0","","31","93","50","1","1","0","4","2","34","1","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Marius Wolf","27","de GER","WB","30-110","68","34","3","12","15","8","1","34","1","0","0.0","1","100.0","11","56","22","1","0","1","0","0","14","1","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Phillip Tietz","21","de GER","FW,WB","28-067","22","13","1","2","5","6","2","13","1","0","0.0","1","100.0","5","16","4","0","0","0","2","0","9","4","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Cedric Zesiger","16","ch SUI","CB","27-082","90","90","11","41","42","7","1","90","0","0","","0","","44","149","75","1","0","0","3","1","45","0","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Jeffrey Gouweleeuw","6","nl NED","CB,CM","34-066","90","77","12","49","29","0","0","77","0","0","","0","","54","208","129","0","0","0","0","1","51","1","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Chrislain Matsima","5","fr FRA","CB","23-122","90","65","5","29","33","3","2","65","1","0","0.0","1","100.0","41","110","50","0","0","0","1","0","40","0","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Finn Dahmen","1","de GER","GK","27-171","90","50","28","45","5","0","0","50","0","0","","0","","36","153","95","0","0","0","0","0","27","0","Augsburg","Bundesliga","2025-2026","Sunday September 14, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Augsburg","https://fbref.com/en/matches/940c2e4e/St-Pauli-Augsburg-September-14-2025-Bundesliga","3"
"Shuto Machino","18","jp JPN","FW,LW","25-349","90","25","2","2","9","14","6","25","0","0","","0","","12","34","9","1","1","2","4","1","12","3","Mönchengladbach","Bundesliga","2025-2026","Sunday September 14, 2025, 17:30 (venue time) 16:30 (local time)","Mönchengladbach","Werder Bremen","https://fbref.com/en/matches/3b5873a4/Monchengladbach-Werder-Bremen-September-14-2025-Bundesliga","3"
