"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"6","Muhammed Damar","Hoffenheim","0.15","0.65","Saved","12","Right Foot","","Tim Lemperle","Pass (Live)","Leon Avdullahu","Pass (Live)","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"12","Ísak Jóhannesson","Köln","0.11","0.00","Off Target","25","Left Foot","Free kick","Jan Thielmann","Fouled","","","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"14","Tim Lemperle","Hoffenheim","0.06","0.00","Blocked","16","Right Foot","","Bernardo","Pass (Live)","","","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"14","Bazoumana Touré","Hoffenheim","0.04","0.00","Blocked","19","Left Foot","Volley","Tim Lemperle","Shot","","","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"16","Said El Mala","Köln","0.44","0.37","Goal","11","Right Foot","","Said El Mala","Take-On","Said El Mala","Take-On","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"23","Bazoumana Touré","Hoffenheim","0.33","0.67","Saved","8","Left Foot","","Fisnik Asllani","Pass (Live)","Muhammed Damar","Pass (Live)","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"36","Jakub Kamiński","Köln","0.04","0.00","Blocked","22","Right Foot","","Joël Schmied","Pass (Live)","Ísak Jóhannesson","Pass (Live)","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"41","Said El Mala","Köln","0.02","0.00","Off Target","26","Right Foot","","Ísak Jóhannesson","Pass (Live)","Dominique Heintz","Pass (Live)","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"41","Bazoumana Touré","Hoffenheim","0.04","0.00","Blocked","17","Right Foot","","Leon Avdullahu","Pass (Live)","Bernardo","Pass (Live)","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"45","Robin Hranáč","Hoffenheim","0.06","0.00","Off Target","10","Head","","Muhammed Damar","Pass (Dead)","Wouter Burger","Pass (Live)","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"45+2","Fisnik Asllani","Hoffenheim","0.03","0.12","Saved","19","Right Foot","","Fisnik Asllani","Take-On","Wouter Burger","Pass (Live)","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"50","Fisnik Asllani","Hoffenheim","0.02","0.00","Off Target","33","Right Foot","","Tim Lemperle","Pass (Live)","Bernardo","Pass (Live)","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
"51","Bazoumana Touré","Hoffenheim","0.06","0.00","Blocked","14","Left Foot","","Wouter Burger","Pass (Live)","Tim Lemperle","Pass (Live)","Bundesliga","2025-2026","Friday October 3, 2025, 20:30 (venue time) 19:30 (local time)","Hoffenheim","Köln","https://fbref.com/en/matches/a3d6d7e4/Hoffenheim-Koln-October-3-2025-Bundesliga","6"
