"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"3","Noah Okafor","Leeds United","0.11","0.19","Saved","8","Head","","Jayden Bogle","Pass (Live)","Brenden Aaronson","Pass (Live)","Leeds United","Premier-League","2025-2026","Friday October 24, 2025, 20:00 (venue time)","Leeds United","West Ham United","https://fbref.com/en/matches/236e3e4c/Leeds-United-West-Ham-United-October-24-2025-Premier-League","9"
"3","Brenden Aaronson","Leeds United","0.36","0.27","Goal","4","Right Foot","","Noah Okafor","Shot","","","Leeds United","Premier-League","2025-2026","Friday October 24, 2025, 20:00 (venue time)","Leeds United","West Ham United","https://fbref.com/en/matches/236e3e4c/Leeds-United-West-Ham-United-October-24-2025-Premier-League","9"
"10","Jarrod Bowen","West Ham","0.07","0.28","Saved","13","Left Foot","Volley","Lucas Paquetá","Pass (Live)","Tomáš Souček","Pass (Live)","West Ham","Premier-League","2025-2026","Friday October 24, 2025, 20:00 (venue time)","Leeds United","West Ham United","https://fbref.com/en/matches/236e3e4c/Leeds-United-West-Ham-United-October-24-2025-Premier-League","9"
"15","Joe Rodon","Leeds United","0.25","0.87","Goal","6","Head","","Sean Longstaff","Pass (Dead)","","","Leeds United","Premier-League","2025-2026","Friday October 24, 2025, 20:00 (venue time)","Leeds United","West Ham United","https://fbref.com/en/matches/236e3e4c/Leeds-United-West-Ham-United-October-24-2025-Premier-League","9"
"30","Ao Tanaka","Leeds United","0.07","0.00","Off Target","22","Right Foot","","Dominic Calvert-Lewin","Pass (Live)","Sean Longstaff","Pass (Live)","Leeds United","Premier-League","2025-2026","Friday October 24, 2025, 20:00 (venue time)","Leeds United","West Ham United","https://fbref.com/en/matches/236e3e4c/Leeds-United-West-Ham-United-October-24-2025-Premier-League","9"
"32","Brenden Aaronson","Leeds United","0.13","0.00","Blocked","10","Left Foot","Deflected","Gabriel Gudmundsson","Pass (Live)","Noah Okafor","Pass (Live)","Leeds United","Premier-League","2025-2026","Friday October 24, 2025, 20:00 (venue time)","Leeds United","West Ham United","https://fbref.com/en/matches/236e3e4c/Leeds-United-West-Ham-United-October-24-2025-Premier-League","9"
"37","Jarrod Bowen","West Ham","0.03","0.00","Off Target","23","Left Foot","","","","","","West Ham","Premier-League","2025-2026","Friday October 24, 2025, 20:00 (venue time)","Leeds United","West Ham United","https://fbref.com/en/matches/236e3e4c/Leeds-United-West-Ham-United-October-24-2025-Premier-League","9"
"39","Ethan Ampadu","Leeds United","0.14","0.00","Off Target","18","Left Foot","","Ethan Ampadu","Take-On","","","Leeds United","Premier-League","2025-2026","Friday October 24, 2025, 20:00 (venue time)","Leeds United","West Ham United","https://fbref.com/en/matches/236e3e4c/Leeds-United-West-Ham-United-October-24-2025-Premier-League","9"
"45+3","Noah Okafor","Leeds United","0.09","0.00","Off Target","13","Right Foot","","Joe Rodon","Pass (Live)","","","Leeds United","Premier-League","2025-2026","Friday October 24, 2025, 20:00 (venue time)","Leeds United","West Ham United","https://fbref.com/en/matches/236e3e4c/Leeds-United-West-Ham-United-October-24-2025-Premier-League","9"
"45+6","Ethan Ampadu","Leeds United","0.09","0.00","Off Target","44","Right Foot","","","","","","Leeds United","Premier-League","2025-2026","Friday October 24, 2025, 20:00 (venue time)","Leeds United","West Ham United","https://fbref.com/en/matches/236e3e4c/Leeds-United-West-Ham-United-October-24-2025-Premier-League","9"
"45+10","Jayden Bogle","Leeds United","0.03","0.09","Saved","11","Right Foot","","Brenden Aaronson","Pass (Live)","Sean Longstaff","Pass (Live)","Leeds United","Premier-League","2025-2026","Friday October 24, 2025, 20:00 (venue time)","Leeds United","West Ham United","https://fbref.com/en/matches/236e3e4c/Leeds-United-West-Ham-United-October-24-2025-Premier-League","9"
"45+11","Tomáš Souček","West Ham","0.24","0.00","Off Target","6","Head","","Jarrod Bowen","Pass (Live)","Jean-Clair Todibo","Pass (Live)","West Ham","Premier-League","2025-2026","Friday October 24, 2025, 20:00 (venue time)","Leeds United","West Ham United","https://fbref.com/en/matches/236e3e4c/Leeds-United-West-Ham-United-October-24-2025-Premier-League","9"
"","","","","","","","","","","","","","","Premier-League","2025-2026","Friday October 24, 2025, 20:00 (venue time)","Leeds United","West Ham United","https://fbref.com/en/matches/236e3e4c/Leeds-United-West-Ham-United-October-24-2025-Premier-League","9"
"57","Dominic Calvert-Lewin","Leeds United","0.10","0.00","Off Target","7","Right Foot","Volley","Brenden Aaronson","Pass (Live)","Jayden Bogle","Tackle","Leeds United","Premier-League","2025-2026","Friday October 24, 2025, 20:00 (venue time)","Leeds United","West Ham United","https://fbref.com/en/matches/236e3e4c/Leeds-United-West-Ham-United-October-24-2025-Premier-League","9"
